,Unnamed: 0,Artist,Name,Weekly_rank_avg,Peak_Position,Weeks_on_Chart,Genre
160,160,LIL UZI VERT,THAT'S A RACK,59.66666666666666,76.0,5.0,"EAST COAST,TRAP,RAP"
161,161,2 CHAINZ,RULE THE WORLD,88.0,94.0,2.0,"R&;B,RAP"
162,162,RODDY RICCH,DIE YOUNG,68.0,99.0,2.0,"R&;B,TRAP,RAP"
163,163,"ELLIE GOULDING, DIPLO",CLOSE TO ME,37.763888888888886,24.0,25.0,"ELECTRONIC TRAP,DANCE-POP,TRAP,ELECTRONIC,DANCE,ELECTRO,ELECTRO-POP,RAP,POP"
164,164,LAUREN DAIGLE,YOU SAY,84.5,29.0,43.0,"WORSHIP,CHRISTIAN POP,POP,CHRISTIAN"
165,165,A BOOGIE WIT DA HOODIE,SWERVIN,94.41666666666669,38.0,20.0,"TRAP,RAP"
166,166,"SZA, THE WEEKND, TRAVIS SCOTT",POWER IS POWER,65.07692307692308,90.0,2.0,"HIP-HOP,CANADA,SOUNDTRACK,RAP,POP"
167,167,"LIL PEEP, ILOVEMAKONNEN",I'VE BEEN WAITING,66.78947368421052,62.0,9.0,"HIP-HOP,ALTERNATIVE,ALTERNATIVE ROCK,EMO RAP,EMO,RAP"
168,168,"ANUEL AA, KAROL G",SECRETO,29.95833333333333,68.0,11.0,"PUERTO RICO,POP,REGGAETON,EN ESPA\XC3\XB1OL,LATIN MUSIC,LATIN URBAN"
169,169,SKI MASK THE SLUMP GOD,FAUCET FAILURE,17.74074074074074,87.0,11.0,"HIP-HOP,AFRO TRAP,TRAP,RAP"
170,170,5 SECONDS OF SUMMER,YOUNGBLOOD,96.75,7.0,48.0,"NEW WAVE,POP,SYNTH-POP,ELECTRO-POP,ALTERNATIVE POP,AUSTRALIA,POP-ROCK,ROCK"
171,171,SCHOOLBOY Q,FLOATING,83.42857142857143,,,"RAP,GANGSTA RAP,HIP-HOP,TRAP,WEST COAST"
172,172,SCHOOLBOY Q + TRAVIS SCOTT,CHOPSTIX,19.55555555555556,,,"RAP,HIP-HOP,WEST COAST,TRAP"
173,173,"MARSHMELLO, TYGA, CHRIS BROWN",LIGHT IT UP,93.36363636363636,,,"R&;B,WEST COAST,ELECTRO HOUSE,ELECTRO,ELECTRONIC,RAP"
174,174,SCHOOLBOY Q,NUMB NUMB JUICE,88.0,55.0,2.0,"RAP,GANGSTA RAP,HIP-HOP,TRAP,WEST COAST"
175,175,P!NK,LOVE ME ANYWAY,40.2,,,POP
176,176,BLACKPINK,KILL THIS LOVE,77.15384615384616,41.0,4.0,"TRAP,DANCE,RAP,GIRL GROUP,POP,KOREAN,K-POP (\XEC\XBC\X80\XEC\X9D\XB4\XED\X8C\X9D)"
177,177,POST MALONE,BETTER NOW,66.94736842105263,3.0,52.0,"R&;B,POP"
178,178,IMAGINE DRAGONS,BAD LIAR,84.0,56.0,9.0,"ROCK,ADULT ALTERNATIVE,BALLAD,ALTERNATIVE ROCK,ALTERNATIVE,POP-ROCK,INDIE ROCK,ALTERNATIVE POP,INDIE POP,POP"
179,179,FRENCH MONTANA,SLIDE,17.0,,,"TRAP,HIP-HOP,EAST COAST,WEST COAST,RAP"
180,180,"KHALID, KANE BROWN",SATURDAY NIGHTS,12.266666666666667,57.0,12.0,"REMIX,COUNTRY,R&;B,POP"
181,181,LIL BABY,PURE COCAINE,87.0,46.0,16.0,"MOTOWN,TRAP,RAP"
182,182,SCOTTY MCCREERY,THIS IS IT,67.11111111111111,42.0,20.0,COUNTRY
183,183,BILLIE EILISH,MY STRANGE ADDICTION,21.782608695652176,43.0,4.0,"ALTERNATIVE POP,ALTERNATIVE,POP"
184,184,ALEC BENJAMIN,LET ME DOWN SLOWLY,79.0,79.0,9.0,"POP,REMIX"
185,185,BILLIE EILISH,XANNY,62.72093023255814,35.0,4.0,"INDIE,ALTERNATIVE,ALTERNATIVE POP,ART ROCK,GLAM ROCK,INDIE POP,POP"
186,186,MICHAEL RAY,ONE THAT GOT AWAY,50.0,67.0,9.0,COUNTRY
187,187,BAD BUNNY,MIA,81.25,5.0,27.0,"LATIN URBAN,REGGAETON,POP,PUERTO RICO,CANADA,TRAP,R&;B,RAP,LATIN MUSIC,LATIN TRAP,EN ESPA\XC3\XB1OL"
188,188,DAN + SHAY,TEQUILA,18.08510638297872,21.0,50.0,COUNTRY
189,189,CARDI B,MONEY,77.3157894736842,13.0,26.0,"HIP-HOP,TRAP,RAP"
190,190,FIVE FINGER DEATH PUNCH,BLUE ON BLACK,60.45,,,ROCK
191,191,NIPSEY HUSSLE,DOUBLE UP,77.77777777777777,65.0,3.0,"WEST COAST,RAP"
192,192,FLETCHER,UNDRUNK,50.0,61.0,6.0,POP
193,193,NIPSEY HUSSLE,LAST TIME THAT I CHECC'D,83.4,76.0,3.0,"WEST COAST,RAP"
194,194,RILEY GREEN,THERE WAS THIS GIRL,87.0,70.0,8.0,COUNTRY
195,195,KHALID,MY BAD,77.0,55.0,3.0,R&;B
196,196,"ARIANA GRANDE, VICTORIA MONET",MONOPOLY,60.86666666666667,69.0,2.0,"R&;B,POP"
197,197,"KHALID, SAFE",DON'T PRETEND,37.0,,,"R&;B,POP"
198,198,KHALID,BAD LUCK,88.6,,,POP
199,199,BILLIE EILISH,ALL THE GOOD GIRLS GO TO HELL,78.0,46.0,2.0,"ALTERNATIVE POP,ALTERNATIVE,TRIP-HOP,SOUL POP,ELECTRO-POP,ELECTRONIC,POP"
200,200,KHALID,RIGHT BACK,26.05,,,POP
201,201,AVENTURA,INMORTAL,12.954545454545457,,,"DOMINICAN REPUBLIC,LATIN MUSIC,EN ESPA\XC3\XB1OL,BACHATA,POP"
202,202,NIPSEY HUSSLE,DEDICATION,60.45,93.0,2.0,"WEST COAST,RAP"
203,203,NIPSEY HUSSLE,VICTORY LAP,57.7,,,"WEST COAST,RAP"
204,204,KODAK BLACK,ZEZE,94.0,2.0,25.0,"EAST COAST,MOTOWN,MEMES,TRAP,RAP"
205,205,BILLIE EILISH,I LOVE YOU,97.33333333333331,,,"INDIE POP,ALTERNATIVE,ALTERNATIVE POP,R&;B,FOLK,INDIE,BALLAD,ACOUSTIC,POP"
206,206,BILLIE EILISH,ILOMILO,77.0,,,"CHILLHOP,INDIE POP,ALTERNATIVE POP,DANCE-POP,POP"
207,207,BILLIE EILISH,LISTEN BEFORE I GO,97.0,,,"SOUL POP,BALLAD,BEDROOM POP,ALTERNATIVE,ALTERNATIVE POP,POP"
208,208,BILLIE EILISH,8,49.583333333333336,,,"ALTERNATIVE,YOUTUBE,SINGER-SONGWRITER,ALTERNATIVE POP,POP"
209,209,CITY GIRLS,TWERK,95.5,29.0,13.0,"EAST COAST,MOTOWN,TRAP,RAP"
210,210,"BILLIE EILISH, KHALID",LOVELY,11.666666666666666,64.0,22.0,"POP,SOUL,BALLAD,ALTERNATIVE"
211,211,"BENNY BLANCO, TAINY, SELENA GOMEZ, J BALVIN",I CAN'T GET ENOUGH,64.5,66.0,5.0,"COLOMBIA,ELECTRONIC POP,ELECTRO,ELECTRO-POP,ELECTRONIC,REGGAETON,EN ESPA\XC3\XB1OL,LATIN URBAN,LATIN MUSIC,LATIN POP,POP"
212,212,CHRIS STAPLETON,MILLIONAIRE,91.125,47.0,17.0,COUNTRY
213,213,JASON ALDEAN,GIRL LIKE YOU,25.633333333333333,46.0,19.0,COUNTRY
214,214,"CARDI B, BAD BUNNY, J BALVIN",I LIKE IT,74.57142857142857,1.0,51.0,"TRAP,LATIN MUSIC,EN ESPA\XC3\XB1OL,LATIN TRAP,RAP"
215,215,JUICE WRLD,LUCID DREAMS,48.4375,2.0,46.0,"HIP-HOP,EMO,MEMES,ALTERNATIVE POP,CLOUD RAP,EMO RAP,TRAP,RAP"
216,216,DJ SNAKE,TAKI TAKI,49.0,11.0,26.0,"RAP,FRENCH POP,FRANCE,LATIN URBAN,REGGAETON,EN ESPA\XC3\XB1OL,LATIN MUSIC,POP"
217,217,JAKE OWEN,DOWN TO THE HONKYTONK,71.72727272727273,65.0,13.0,COUNTRY
218,218,NAV,PRICE ON MY HEAD,94.6,,,"CLOUD RAP,TRAP,R&;B,CANADA,RAP"
219,219,LOGIC,CONFESSIONS OF A DANGEROUS MIND,42.6,,,"HIP-HOP,BOOM BAP,DMV,EAST COAST,RAP"
220,220,JORDAN DAVIS,TAKE IT FROM ME,64.0,46.0,13.0,COUNTRY
221,221,RICH THE KID,SPLASHIN,82.0,80.0,5.0,RAP
222,222,LIL SKIES,I,75.53846153846153,39.0,4.0,"TRAP,CLOUD RAP,RAP"
223,223,JUICE WRLD,HEAR ME CALLING,59.85,38.0,4.0,"CLOUD RAP,TRAP,DANCEHALL,AFROBEATS,RAP"
224,224,CHRIS BROWN,UNDECIDED,51.0,35.0,12.0,"TROPICAL HOUSE,POP,R&;B"
225,225,KODAK BLACK,CALLING MY SPIRIT,28.372881355932204,46.0,17.0,"TRAP,HIP-HOP,R&;B,RAP"
226,226,BEBE REXHA,LAST HURRAH,40.12,,,"UK,POP"
227,227,JUICE WRLD,EMPTY,78.52631578947368,41.0,3.0,"EMO RAP,TRAP,RAP"
228,228,CARRIE UNDERWOOD,LOVE WINS,26.047619047619047,83.0,10.0,COUNTRY
229,229,IGGY AZALEA,SALLY WALKER,76.77777777777777,,,"DANCE,HIP-HOP,AUSSIE HIP-HOP,AUSTRALIA,TRAP,RAP"
230,230,"ANUEL AA, ROMEO SANTOS",ELLA QUIERE BEBER,66.75,61.0,20.0,"PUERTO RICO,DANCEHALL,LATIN URBAN,LATIN TRAP,LATIN POP,LATIN MUSIC,EN ESPA\XC3\XB1OL,POP"
231,231,JUICE WRLD,FAST,15.181818181818182,47.0,2.0,"CLOUD RAP,EMO RAP,TRAP,RAP"
232,232,JOJI,SLOW DANCING IN THE DARK,52.6,,,"SOUL,SOUL POP,LO-FI,BALLAD,POP,R&;B"
233,233,"GUCCI MANE, BRUNO MARS, KODAK BLACK",WAKE UP IN THE SKY,60.5,11.0,26.0,"ISLAND MUSIC,R&;B,TRAP,POP,RAP"
234,234,JUICE WRLD,MAZE,72.125,,,"EMO RAP,TRAP,RAP"
235,235,LUKE BRYAN,WHAT MAKES YOU COUNTRY,48.75,54.0,11.0,COUNTRY
236,236,JUICE WRLD,FLAWS AND SINS,69.0,,,"EMO RAP,TRAP,RAP"
237,237,KEHLANI,NIGHTS LIKE THIS,77.14285714285714,67.0,9.0,"WEST COAST,R&;B"
238,238,LADY GAGA,ALWAYS REMEMBER US THIS WAY,47.88235294117647,41.0,9.0,"TV,MUSICALS,SOUNDTRACK,POP"
239,239,FLIPP DINERO,LEAVE ME ALONE,33.0,20.0,25.0,RAP
240,240,SHECK WES,MO BAMBA,29.61904761904762,6.0,28.0,"HIP-HOP,NBA,EAST COAST,MEMES,BASKETBALL,TRAP,RAP"
241,241,MIDLAND,BURN OUT,51.2,63.0,9.0,COUNTRY
242,242,OFFSET,RED ROOM,96.0,49.0,3.0,"TRAP,MOTOWN,RAP"
243,243,2 CHAINZ,WHIP,72.66666666666667,,,RAP
244,244,ARIANA GRANDE,NEEDY,52.1,14.0,4.0,"R&;B,POP"
245,245,2 CHAINZ,MOMMA I HIT A LICK,91.14285714285714,,,"WEST COAST,RAP"
246,246,PARDISON FONTAINE,BACKIN' IT UP,72.57894736842105,40.0,20.0,RAP
247,247,OFFSET,LEGACY,34.81818181818182,,,"MOTOWN,RAP"
248,248,LADY GAGA,I'LL NEVER LOVE AGAIN,80.5,36.0,7.0,"MUSICALS,SOUNDTRACK,POP"
249,249,OFFSET,HOW DID I GET HERE,80.0,,,"EAST COAST,MOTOWN,RAP"
250,250,ARIANA GRANDE,NASA,69.3125,17.0,3.0,"TRAP,R&;B,POP"
251,251,GUNNA,OUTSTANDING,25.59259259259259,,,"TRAP,RAP"
252,252,LIL PUMP,BE LIKE ME,80.0,,,"TRAP,RAP"
253,253,GUNNA,3 HEADED SNAKE,59.26086956521739,,,"TRAP,RAP"
254,254,GUNNA,WIT IT,66.15,,,"CLOUD RAP,TRAP,RAP"
255,255,THE CHAINSMOKERS,THIS FEELING,49.0,50.0,20.0,"EDM,BASS MUSIC,ELECTRO,ELECTRO-POP,FUTURE BASS,ELECTRONIC,DANCE,POP"
256,256,GUNNA,ONE CALL,80.9047619047619,56.0,2.0,"CLOUD RAP,TRAP,RAP"
257,257,MARK RONSON,NOTHING BREAKS LIKE A HEART,83.0,43.0,13.0,"NU DISCO,ADULT CONTEMPORARY,DANCE-POP,POP,POP COUNTRY,DISCO"
258,258,ARIANA GRANDE,IMAGINE,20.0,21.0,8.0,"BALLAD,TRAP,NEO SOUL,ALTERNATIVE R&;B,R&;B,POP"
259,259,OFFSET,LICK,73.0,,,"MOTOWN,RAP"
260,260,ARIANA GRANDE,BAD IDEA,82.575,27.0,3.0,"TRAP,ALTERNATIVE R&;B,R&;B"
261,261,GUNNA,SPEED IT UP,85.125,,,"TRAP,RAP"
262,262,ARIANA GRANDE,BLOODLINE,56.0,22.0,3.0,"DANCEHALL,REGGAE,R&;B,POP"
263,263,JOHN MAYER,I GUESS I JUST FEEL LIKE,95.66666666666669,,,COUNTRY
264,264,ARIANA GRANDE,FAKE SMILE,43.84,26.0,2.0,"NEO SOUL,TRAP,R&;B,POP"
265,265,"GESAFFELSTEIN, THE WEEKND",LOST IN THE FIRE,66.17647058823529,27.0,6.0,"ELECTRONIC,BEEF,FRANCE,CANADA,ELECTRO-POP,POP,R&;B"
266,266,ARIANA GRANDE,GHOSTIN,66.15,25.0,2.0,"DREAM-POP,BALLAD,R&;B,POP"
267,267,THOMAS RHETT,SIXTEEN,67.0,42.0,15.0,COUNTRY
268,268,ARIANA GRANDE,IN MY HEAD,15.77777777777778,38.0,2.0,"ALTERNATIVE R&;B,TRAP,R&;B,POP"
269,269,LOUD LUXURY,BODY,68.25,80.0,8.0,"CANADA,POP"
270,270,"ZEDD, KATY PERRY",365,66.55555555555556,,,"WEST COAST,DANCE-POP,ELECTRO,ELECTRO-POP,ELECTRONIC,DANCE,POP"
271,271,TRAVIS SCOTT,YOSEMITE,75.41176470588235,25.0,18.0,"ATLANTA,CANADA,MEMES,TRAP,RAP"
272,272,ARIANA GRANDE,MAKE UP,86.18181818181819,48.0,2.0,"R&;B,POP"
273,273,DUSTIN LYNCH,GOOD GIRL,74.83333333333333,44.0,15.0,"POP,COUNTRY"
274,274,"XXXTENTACION, LIL PUMP",ARMS AROUND YOU,61.95,28.0,17.0,"POP,DANCEHALL,EAST COAST,DANCE,LATIN MUSIC,EN ESPA\XC3\XB1OL,RAP"
275,275,A BOOGIE WIT DA HOODIE,STARTENDER,18.29032258064516,59.0,9.0,"MOTOWN,TRAP,RAP"
276,276,LIL WAYNE,UPROAR,75.25,7.0,20.0,RAP
277,277,DIERKS BENTLEY,BURNING MAN,24.291666666666668,45.0,17.0,COUNTRY
278,278,JACQUEES,YOU,86.24,58.0,12.0,RAP
279,279,ZARA LARSSON,RUIN MY LIFE,81.0,76.0,7.0,"SCANDINAVIA,SCANDIPOP,SYNTH-POP,R&;B,POP"
280,280,"TORY LANEZ, RICH THE KID",TALK TO ME,77.875,43.0,16.0,"INSTRUMENTAL HIP-HOP,TRIP-HOP,DANCEHALL,TRAP,CANADA,R&;B,RAP"
281,281,KACEY MUSGRAVES,RAINBOW,78.0,,,COUNTRY
282,282,MARSHMELLO,ALONE,61.72727272727273,28.0,11.0,"ELECTRONIC TRAP,ELECTRONIC,POP"
283,283,ARIANA GRANDE,BREATHIN,40.1,12.0,25.0,"DANCE-POP,ELECTRO-POP,R&;B,POP"
284,284,ELLA MAI,TRIP,65.86666666666666,11.0,27.0,"UK,R&;B"
285,285,"KHALID, NORMANI",LOVE LIES,70.29411764705883,9.0,51.0,"SOUNDTRACK,R&;B"
286,286,BAZZI,BEAUTIFUL,94.16666666666669,26.0,27.0,"REMIX,BALLAD,R&;B,POP"
287,287,FUTURE,FIRST OFF,52.75,47.0,3.0,"ATLANTA,TRAP,RAP"
288,288,"BENNY BLANCO, JUICE WRLD",ROSES,74.1,85.0,6.0,"EMO RAP,POP-PUNK,POP,RAP"
289,289,LOGIC,KEANU REEVES,41.6,38.0,3.0,"DMV,EAST COAST,RAP"
290,290,FRENCH MONTANA,NO STYLIST,68.5,47.0,20.0,"TRAP,CANADA,RAP"
291,291,FUTURE,CRUSHED UP,89.25,43.0,5.0,"ATLANTA,TRAP,RAP"
292,292,JIMMIE ALLEN,BEST SHOT,43.0,37.0,20.0,COUNTRY
293,293,XXXTENTACION,SAUCE!,51.9375,,,"R&;B,REMIX,TRAP,RAP"
294,294,XXXTENTACION,BAD!,80.86666666666666,16.0,11.0,"HIP-HOP,CLOUD RAP,R&;B,TRAP,RAP"
295,295,RUSSELL DICKERSON,BLUE TACOMA,44.7,52.0,19.0,COUNTRY
296,296,IMAGINE DRAGONS,NATURAL,65.0,13.0,27.0,"ALTERNATIVE,ADULT ALTERNATIVE,INDIE ROCK,ALTERNATIVE ROCK,POP-ROCK,ROCK,POP"
297,297,FUTURE,JUMPIN ON A JET,52.5,57.0,2.0,"ATLANTA,TRAP,RAP"
298,298,FUTURE,NEVER STOP,78.0,,,"ATLANTA,CLOUD RAP,TRAP,RAP"
299,299,CAMILA CABELLO,CONSEQUENCES,92.0,51.0,12.0,"BALLAD,PIANO,CUBA,M\XC3\XA9XICO,POP"
300,300,FUTURE,TEMPTATION,97.0,,,"ATLANTA,TRAP,RAP"
301,301,FUTURE,ROCKET SHIP,26.59090909090909,,,"ATLANTA,TRAP,RAP"
302,302,"SILK CITY, DUA LIPA",ELECTRICITY,96.0,62.0,10.0,"RETRO,DISCO,ELECTRO HOUSE,DANCE-POP,DANCE,ELECTRONIC,UK,HOUSE,POP"
303,303,"HIKARU UTADA, SKRILLEX",FACE MY FEARS,81.5,,,"THEME SONG,FUTURE BASS,DISNEY,ELECTRO-POP,ELECTRONIC,SOUNDTRACK,GAMING,JAPAN,POP"
304,304,FUTURE,CALL THE CORONER,76.72727272727273,,,"ATLANTA,TRAP,RAP"
305,305,LUKE COMBS,SHE GOT THE BEST OF ME,50.69512195121951,31.0,23.0,COUNTRY
306,306,"FUTURE, JUICE WRLD",FINE CHINA,58.55,26.0,13.0,"TRAP,RAP"
307,307,SKI MASK THE SLUMP GOD,NUKETOWN,88.0,63.0,6.0,"HIP-HOP,SCREAMO,TRAP,RAP"
308,308,METRO BOOMIN,SPACE CADET,96.75,51.0,6.0,"TRAP,RAP"
309,309,LIL PUMP,BUTTERFLY DOORS,76.05,81.0,2.0,"TRAP,RAP"
310,310,YOUNGBOY NEVER BROKE AGAIN,VALUABLE PAIN,88.0909090909091,87.0,2.0,RAP
311,311,21 SAVAGE,CAN'T LEAVE WITHOUT IT,82.88888888888889,58.0,4.0,"MOTOWN,TRAP,RAP"
312,312,NICKI MINAJ,GOOD FORM,65.81818181818181,60.0,6.0,"REMIX,RAP"
313,313,BILLIE EILISH,IDONTWANNABEYOUANYMORE,54.8421052631579,96.0,3.0,"DARK POP,ALTERNATIVE POP,ALTERNATIVE,POP"
314,314,KIP MOORE,LAST SHOT,39.729729729729726,53.0,8.0,COUNTRY
315,315,"SHAWN MENDES, ZEDD",LOST IN JAPAN,74.9,48.0,16.0,"CANADA,R&;B,REMIX,ELECTRONIC,DANCE,POP"
316,316,21 SAVAGE,MONSTER,42.05714285714286,73.0,3.0,"ATLANTA,HIP-HOP,TRAP,RAP"
317,317,A BOOGIE WIT DA HOODIE,DEMONS AND ANGELS,83.44444444444444,90.0,3.0,"CLOUD RAP,TRAP,RAP"
318,318,6IX9INE,KIKA,65.16666666666667,44.0,6.0,"TRAP,R&;B,CANADA,EAST COAST,RAP"
319,319,"TYGA, NICKI MINAJ",DIP,49.42857142857143,63.0,8.0,"WEST COAST,RAP"
320,320,EMINEM,LUCKY YOU,83.125,6.0,14.0,RAP
321,321,MITCHELL TENPENNY,DRUNK ME,79.0,39.0,21.0,COUNTRY
322,322,MEEK MILL,DANGEROUS,90.33333333333331,31.0,20.0,"EAST COAST,R&;B,RAP"
323,323,XXXTENTACION,WHOA,87.5,37.0,3.0,"LO-FI,CHILLSTEP,POP"
324,324,21 SAVAGE,ALL MY FRIENDS,99.5,67.0,2.0,"TRAP,RAP"
325,325,MARIAH CAREY,ALL I WANT FOR CHRISTMAS IS YOU,97.66666666666669,3.0,30.0,"EAST COAST,CHRISTMAS,R&;B,POP"
326,326,BOBBY HELMS,JINGLE BELL ROCK,81.0,8.0,25.0,"POP,ROCKABILLY,CHRISTMAS,ROCK"
327,327,BRENDA LEE,ROCKIN' AROUND THE CHRISTMAS TREE,81.5,9.0,27.0,"CHRISTMAS,ROCK"
328,328,BURL IVES,A HOLLY JOLLY CHRISTMAS,33.69230769230769,10.0,10.0,POP
329,329,NAT KING COLE,THE CHRISTMAS SONG,75.22222222222223,11.0,17.0,"POP,CHRISTMAS"
330,330,ANDY WILLIAMS,IT'S THE MOST WONDERFUL TIME OF THE YEAR,85.92857142857143,10.0,10.0,"CHRISTMAS,HOLIDAY,POP"
331,331,NOSED REINDEER,RUDOLPH THE RED,89.0,16.0,4.0,"CHRISTMAS,POP"
332,332,WHAM!,LAST CHRISTMAS,88.5,25.0,9.0,"CHRISTMAS,NEW WAVE,SYNTH-POP,POP"
333,333,THE RONETTES,SLEIGH RIDE,94.5,26.0,3.0,"CHRISTMAS,POP"
334,334,GENE AUTRY,HERE COMES SANTA CLAUS,50.892857142857146,28.0,3.0,"CHRISTMAS,POP"
335,335,JOSE FELICIANO,FELIZ NAVIDAD,68.4,29.0,5.0,"ROCK,POP,LATIN POP,LATIN MUSIC,HOLIDAY,CHRISTMAS"
336,336,PERRY COMO,HOME FOR THE HOLIDAYS,64.75,32.0,2.0,"POP,CHRISTMAS"
337,337,BING CROSBY,WHITE CHRISTMAS,77.04347826086956,12.0,15.0,"POP,CHRISTMAS"
338,338,ELVIS PRESLEY,BLUE CHRISTMAS,72.10526315789474,,,"R&;B,CHRISTMAS,COUNTRY,ROCK"
339,339,DARLENE LOVE,CHRISTMAS,64.875,43.0,2.0,ROCK
340,340,KELLY CLARKSON,UNDERNEATH THE TREE,36.25,44.0,4.0,"CHRISTMAS,POP"
341,341,CHUCK BERRY,RUN RUDOLPH RUN,69.6,45.0,4.0,"CHRISTMAS,ROCK"
342,342,FRANK SINATRA,JINGLE BELLS,46.73333333333333,,,"CHRISTMAS,POP"
343,343,KATY PERRY,COZY LITTLE CHRISTMAS,22.33333333333333,53.0,2.0,"CHRISTMAS,HOLIDAY,POP"
344,344,21 SAVAGE,BREAK DA LAW,74.25,,,"TRAP,RAP"
345,345,21 SAVAGE,1.5,14.695652173913045,,,"MOTOWN,TRAP,RAP"
346,346,21 SAVAGE,OUT FOR THE NIGHT,91.83333333333331,,,"TRAP,RAP"
347,347,21 SAVAGE,GUN SMOKE,97.2,,,"TRAP,RAP"
348,348,21 SAVAGE,ASMR,51.48,,,"TRAP,RAP"
349,349,PAUL MCCARTNEY,WONDERFUL CHRISTMASTIME,50.9,,,ROCK
350,350,KODAK BLACK,MOSHPIT,32.8,,,"TRAP,RAP"
351,351,KODAK BLACK,TESTIMONY,51.23529411764706,,,RAP
352,352,KODAK BLACK,GNARLY,95.5,,,"CLOUD RAP,TRAP,RAP"
353,353,MEEK MILL,UPTOWN VIBES,64.29411764705883,39.0,3.0,"EAST COAST,LATIN URBAN,EN ESPA\XC3\XB1OL,LATIN MUSIC,LATIN TRAP,RAP"
354,354,6IX9INE,MAMA,54.66666666666666,43.0,4.0,"POP,MOTOWN,TRAP,RAP"
355,355,LOVELYTHEBAND,BROKEN,43.8,29.0,22.0,"POP,INDIE POP,ADULT ALTERNATIVE,ALTERNATIVE ROCK,POP-ROCK,INDIE ROCK,ROCK"
356,356,TYGA,TASTE,71.0,8.0,29.0,"TRAP,WEST COAST,RAP"
357,357,XXXTENTACION,GUARDIAN ANGEL,80.0,,,"HIP-HOP,EMO,CLOUD RAP,ALTERNATIVE,EMO RAP,LO-FI,RAP"
358,358,ARIANA GRANDE,GOD IS A WOMAN,25.6,8.0,22.0,"FEMINISM,ALTERNATIVE R&;B,ELECTRO-POP,TRAP,R&;B,POP"
359,359,XXXTENTACION,I DON'T LET GO,93.0,,,"HIP-HOP,TRAP,RAP"
360,360,MEEK MILL,WHAT'S FREE,53.75,20.0,2.0,"EAST COAST,RAP"
361,361,XXXTENTACION,ONE MINUTE,75.625,,,"ALTERNATIVE METAL,RAP ROCK,ALTERNATIVE ROCK,HIP-HOP,NU-METAL,RAP,SCREAMO,ROCK"
362,362,XXXTENTACION,TRAIN FOOD,91.66666666666669,,,"EMO RAP,EMO,HIP-HOP,PIANO,RAP"
363,363,XXXTENTACION,WHAT ARE YOU SO AFRAID OF,58.05882352941177,,,"POP,ACOUSTIC,R&;B"
364,364,XXXTENTACION,STARING AT THE SKY,86.28571428571429,,,"NU-METAL,ALTERNATIVE METAL,METAL,SCREAMO,ALTERNATIVE ROCK,ROCK"
365,365,NF,LIE,33.43478260869565,48.0,20.0,"POP,RAP"
366,366,6IX9INE,WAKA,75.71428571428571,51.0,3.0,"TRAP,RAP"
367,367,MEEK MILL,ON ME,49.85,30.0,2.0,"EAST COAST,RAP"
368,368,XXXTENTACION,DIFFERENCE,82.0,,,"INTERLUDE,ACOUSTIC,POP,R&;B"
369,369,6IX9INE,TIC TOC,48.0,53.0,3.0,"TRAP,MOTOWN,RAP"
370,370,YELLA BEEZY,THAT'S ON ME,67.0,56.0,20.0,RAP
371,371,6IX9INE,FEFE,80.0,3.0,20.0,"HIP-HOP,POP,TRAP,RAP"
372,372,MEEK MILL,INTRO,90.28571428571428,,,RAP
373,373,MEEK MILL,RESPECT THE GAME,72.0,,,"EAST COAST,RAP"
374,374,CARDI B,RING,27.82926829268293,28.0,20.0,"WEST COAST,EAST COAST,POP,R&;B,RAP"
375,375,MEEK MILL,TRAUMA,44.8,,,RAP
376,376,LIL BABY,TIME,46.9,,,"MOTOWN,TRAP,RAP"
377,377,LIL BABY,READY,85.0,,,"TRAP,RAP"
378,378,MEEK MILL,CHAMPIONSHIPS,64.36842105263158,,,"EAST COAST,RAP"
379,379,MEEK MILL,TIC TAC TOE,65.7,,,"EAST COAST,RAP"
380,380,MEEK MILL,ALMOST SLIPPED,100.0,,,"EAST COAST,R&;B,RAP"
381,381,MEEK MILL,SPLASH WARNING,80.9375,,,"EAST COAST,RAP"
382,382,MEEK MILL,PAY YOU BACK,74.73333333333333,,,"EAST COAST,RAP"
383,383,SKI MASK THE SLUMP GOD,FOOT FUNGUS,79.0,,,"TRAP,RAP"
384,384,LIL BABY,CRUSH A LOT,60.05,,,"MOTOWN,TRAP,RAP"
385,385,MEEK MILL,OODLES O' NOODLES BABIES,77.9,,,"EAST COAST,RAP"
386,386,6IX9INE,STOOPID,72.71428571428571,25.0,9.0,"HARDCORE HIP-HOP,EAST COAST,TRAP,RAP"
387,387,LIL BABY,GLOBAL,95.83333333333331,,,"MOTOWN,TRAP,RAP"
388,388,LIL BABY,WORD ON THE STREET,37.8,,,"MOTOWN,TRAP,RAP"
389,389,DRAKE,IN MY FEELINGS,23.05263157894737,1.0,22.0,"BOUNCE,POP,TRAP,CANADA,R&;B,RAP"
390,390,KANE BROWN,LOSE IT,68.10526315789474,28.0,20.0,COUNTRY
391,391,"LIL BABY, DRAKE",YES INDEED,84.77777777777777,6.0,29.0,"HIP-HOP,TRAP,CANADA,MOTOWN,RAP"
392,392,DRAKE,NONSTOP,90.35714285714286,2.0,22.0,"MEMES,TRAP,CANADA,RAP"
393,393,ELLA MAI,BOO'D UP,81.92307692307692,5.0,35.0,"UK,R&;B"
394,394,TRIPPIE REDD,TOPANGA,60.25,52.0,5.0,"EMO RAP,EMO,TRAP,PRODUCER,RAP"
