,Artist,Name,Weekly_rank_avg,Peak_Position,Weeks_on_Chart,Week,Date,Genre,Features
2048,Migos,Handsome And Wealthy,21.342105263157894,79.0,8.0,2014-11-28,"February 25, 2014",Rap,
2049,Bobby Shmurda,Bobby Bitch,71.3125,92.0,3.0,2014-11-28,"October 11, 2014","R&;B,Hip-Hop,Trap,Rap",
2050,The Script,Superheroes,87.0,73.0,9.0,2014-11-28,"July 21, 2014","Ireland,Pop",
2051,Snootie Wild,Made Me,60.5,93.0,3.0,2014-11-28,"September 23, 2014","Trap,Rap",K Camp
2052,One Direction,Ready To Run,64.0,,,2014-11-21,"November 17, 2014","Boy Band,UK,Pop",
2053,Disclosure,Latch,52.25,7.0,33.0,2014-11-14,"October 4, 2012","Electronic,Pop",Sam Smith
2054,T.I.,No Mediocre,30.705882352941178,33.0,20.0,2014-11-14,"June 17, 2014","West Coast,Rap",Iggy Azalea
2055,Taylor Swift,Welcome To New York,89.5,48.0,2.0,2014-11-14,"October 20, 2014","Synth-Pop,Pop",
2056,OK Go,I Won't Let You Down,90.2,,,2014-11-14,"June 17, 2014",Rock,
2057,Kenny Chesney,American Kids,80.10526315789474,23.0,20.0,2014-11-14,"June 20, 2014","Country,Rock",
2058,Cole Swindell,Hope You Get Lonely Tonight,88.0,50.0,20.0,2014-11-14,"March 24, 2014",Country,
2059,Coldplay,A Sky Full Of Stars,27.59259259259259,10.0,26.0,2014-11-07,"May 2, 2014","UK,Electronic Rock,Alternative Rock,Alternative,Electronic,Rock",
2060,Brantley Gilbert,Small Town Throwdown,92.55555555555556,67.0,20.0,2014-11-07,"May 19, 2014","Country,Rock","Justin Moore, Thomas Rhett"
2061,Kiesza,Hideaway,78.3,51.0,14.0,2014-11-07,"February 12, 2014","Electronic,Pop,Deep House",
2062,Tyga,Hookah,62.2,85.0,11.0,2014-11-07,"March 17, 2014",Rap,Young Thug
2063,Migos,Fight Night,92.78947368421052,69.0,16.0,2014-11-07,"February 25, 2014",Rap,
2064,OG Maco,U Guessed It,57.3,90.0,4.0,2014-11-07,"September 26, 2014","Remix,Hardcore Hip-Hop,Trap,Memes,Rap",2 Chainz
2065,Tinashe,2 On,53.65,24.0,24.0,2014-10-31,"January 21, 2014","R&;B,Rap",ScHoolboy Q
2066,Ariana Grande,Problem,51.05882352941177,2.0,25.0,2014-10-31,"April 28, 2014","Australia,Screen,Producer,Dance-Pop,R&;B,Rap,Pop",Iggy Azalea
2067,Katy Perry,Dark Horse,23.88888888888889,1.0,57.0,2014-10-31,"October 18, 2013","Trap,Rap,Producer,Pop",Juicy J
2068,Chase Rice,Ready Set Roll,49.333333333333336,54.0,21.0,2014-10-31,"November 11, 2013",Country,
2069,Becky G,Shower,27.142857142857142,16.0,20.0,2014-10-31,"April 23, 2014","R&;B,Pop",
2070,Childish Gambino,V. 3005,75.63636363636364,64.0,20.0,2014-10-31,"October 22, 2013","Producer,Rap",
2071,ScHoolboy Q,Studio,83.16666666666667,38.0,20.0,2014-10-31,"February 25, 2014","West Coast,Rap",BJ The Chicago Kid
2072,Jimmy Fallon,EW!,91.88888888888889,26.0,2.0,2014-10-31,"October 7, 2014","Comedy,Screen,Pop,Rap",will.i.am
2073,Glen Campbell,I'm Not Gonna Miss You,81.9090909090909,,,2014-10-31,,"Screen,Country",
2074,Avicii,The Days,100.0,,,2014-10-24,"October 3, 2014","EDM,House,Dance,Pop",
2075,Lil Wayne,Believe Me,93.28571428571429,26.0,20.0,2014-10-24,"May 6, 2014","Trap,Canada,Producer,Rap",Drake
2076,TeeFLii,24 Hours,50.4375,85.0,7.0,2014-10-24,"March 26, 2014","R&;B,Rap",2 Chainz
2077,Yo Gotti,Errrbody,25.09090909090909,,,2014-10-24,"July 10, 2014",Rap,
2078,The Swon Brothers,Later On,99.0,86.0,9.0,2014-10-24,"December 10, 2013",Country,
2079,OneRepublic,Counting Stars,99.0,2.0,68.0,2014-10-17,"March 25, 2013","Folk Rock,Rock,Pop,Electro-Pop,Folk,Pop-Rock",
2080,Lady Antebellum,Bartender,78.28571428571429,31.0,20.0,2014-10-17,"May 19, 2014",Country,
2081,Florida Georgia Line,Bumpin' The Night,53.583333333333336,,,2014-10-17,"October 14, 2014","Country,Rock",
2082,Demi Lovato,Really Don't Care,68.55555555555556,26.0,18.0,2014-10-17,"May 20, 2014","Alternative Pop,Bubblegum Pop,Dance-Pop,Pop",Cher Lloyd
2083,Rich Homie Quan,Walk Thru,87.75,74.0,7.0,2014-10-17,"November 26, 2013",Rap,Problem
2084,Tim McGraw,Meanwhile Back At Mama's,91.0,41.0,19.0,2014-10-17,"September 16, 2014","Rock,Country",Faith Hill
2085,Dierks Bentley,Drunk On A Plane,30.0,27.0,20.0,2014-10-10,"February 25, 2014",Country,
2086,Train,Angel In Blue Jeans,53.5,79.0,3.0,2014-10-10,"June 9, 2014","Rock,Pop-Rock",
2087,Lil Jon,Bend Ova,38.5,92.0,3.0,2014-10-10,"June 16, 2014",Rap,Tyga
2088,alt,Left Hand Free,59.5,,,2014-10-10,"July 7, 2014","UK,Adult Alternative,Alternative Rock,Indie Rock,Rock",
2089,Kid Ink,Main Chick,96.0,60.0,20.0,2014-10-10,"March 11, 2014",Rap,Chris Brown
2090,Dustin Lynch,Where It's At,45.542857142857144,42.0,20.0,2014-10-03,"March 31, 2014","Rock,Country",
2091,Jason Derulo,Wiggle,96.0,5.0,21.0,2014-10-03,"June 6, 2014","Pop,Rap",Snoop Dogg
2092,OneRepublic,Love Runs Out,23.833333333333332,15.0,20.0,2014-10-03,"April 14, 2014","Gaming,Adult Contemporary,Pop-Rock,Pop,Rock,Soul",
2093,Nicki Minaj,Pills N Potions,20.555555555555557,24.0,18.0,2014-10-03,"May 21, 2014",Rap,
2094,Eli Young Band,Dust,29.2,79.0,9.0,2014-10-03,"February 3, 2014","Country,Rock",
2095,Trey Songz,Foreign,61.85,84.0,10.0,2014-10-03,"May 13, 2014","DMV,R&;B,Rap",
2096,Jason Aldean,Two Night Town,85.55555555555556,,,2014-09-26,"October 7, 2014","Country,Rock",
2097,"Michael Jackson, Justin Timberlake",Love Never Felt So Good,80.625,9.0,20.0,2014-09-26,"May 2, 2014","Eighties,Soul,Disco,Dance,Remix,R&;B,Pop",
2098,Jeezy,Seen It All,45.8,85.0,2.0,2014-09-26,"June 30, 2014",Rap,Jay Z
2099,Eric Church,Cold One,83.91666666666667,88.0,6.0,2014-09-26,"June 2, 2014","Country,Rock",
2100,Jason Aldean,Sweet Little Somethin',48.0,71.0,2.0,2014-09-26,"October 7, 2014","Country,Rock",
2101,Usher,Good Kisser,84.0,65.0,19.0,2014-09-26,"May 5, 2014","R&;B,Pop",
2102,"DJ Snake, Lil Jon",Turn Down For What,85.0,4.0,37.0,2014-09-19,"December 18, 2013","Screen,Soundtrack,Memes,Electronic,Pop,Rap,Producer",
2103,Joe Nichols,Yeah,24.608695652173914,41.0,20.0,2014-09-19,"January 27, 2014","Country,Rock",
2104,Maroon 5,It Was Always You,74.5,45.0,3.0,2014-09-19,"August 29, 2014","Alternative Rock,Pop",
2105,"Steve Aoki, Chris Lake, Tujamo",Delirious,87.35,90.0,3.0,2014-09-19,"July 1, 2014","Dance,Pop,Electronic",Kid Ink
2106,Rita Ora,I Will Never Let You Down,89.0,77.0,6.0,2014-09-19,"March 1, 2014","Electronic,Electro-Pop,UK,R&;B,Pop",
2107,Brad Paisley,River Bank,88.5,54.0,18.0,2014-09-19,"April 14, 2014",Country,
2108,Usher,She Came To Give It To You,29.842105263157894,89.0,2.0,2014-09-19,"July 8, 2014","R&;B,Rap",Nicki Minaj
2109,Wiz Khalifa,We Dem Boyz,93.0,43.0,20.0,2014-09-12,"February 11, 2014","Trap,Hip-Hop,Memes,Rap",
2110,Lee Brice,I Don't Dance,56.333333333333336,33.0,20.0,2014-09-12,"February 18, 2014","Country,Rock",
2111,Billy Currington,We Are Tonight,99.5,60.0,19.0,2014-09-12,"September 17, 2013","Country,Rock",
2112,Ariana Grande,Best Mistake,78.2,49.0,2.0,2014-09-12,"August 12, 2014","Rap,R&;B,Pop",Big Sean
2113,Chris Young,Who I Am With You,75.9090909090909,48.0,19.0,2014-09-12,"January 20, 2014",Country,
2114,Pharrell Williams,Come Get It Bae,82.0,23.0,15.0,2014-09-12,"March 3, 2014","R&;B,Pop",
2115,KONGOS,Come With Me Now,74.28571428571429,31.0,21.0,2014-09-05,"July 31, 2012","Rock,Alternative Rock",
2116,Ingrid Michaelson,Girls Chase Boys,25.5,52.0,20.0,2014-09-05,"February 4, 2014","Pop-Rock,Pop,Indie Pop",
2117,Ed Sheeran,Sing,96.0,13.0,20.0,2014-09-05,"April 8, 2014","Contemporary Folk,Funk,R&;B,UK,Pop",
2118,KCamp,Cut Her Off,75.6,49.0,20.0,2014-09-05,"January 1, 2013",Rap,2 Chainz
2119,Shakira,Dare,28.564102564102566,53.0,11.0,2014-09-05,"March 25, 2014","Pop,Electro-Pop",
2120,MKTO,Classic,85.0,14.0,27.0,2014-08-29,"June 21, 2013","Pop,Rap",
2121,Bastille,Pompeii,12.0,5.0,53.0,2014-08-29,"February 22, 2013","UK,Pop-Rock,Rock,Adult Contemporary,Adult Alternative,Alternative Rock,Indie Pop,Indie Rock,Pop,Alternative Pop",
2122,Florida Georgia Line,This Is How We Roll,55.1,15.0,28.0,2014-08-29,,Country,Luke Bryan
2123,5 Seconds Of Summer,She Looks So Perfect,67.1,24.0,20.0,2014-08-29,"February 21, 2014","Australia,Punk Rock,Pop-Rock,Pop,Rock",
2124,AJR,I'm Ready,74.0,65.0,11.0,2014-08-29,"January 1, 2013",Pop,
2125,Blake Shelton,My Eyes,93.0,39.0,16.0,2014-08-29,,"Country,Rock",Gwen Sebastian
2126,Paramore,Ain't It Fun,44.08,10.0,24.0,2014-08-22,"April 9, 2013","Adult Alternative,Adult Contemporary,Alternative Rock,Funk Rock,Pop-Rock,Pop,Rock",
2127,Rixton,Me And My Broken Heart,55.65,14.0,20.0,2014-08-22,"March 14, 2014","Rock,Pop-Rock,Pop",
2128,Jake Owen,Beachin',27.375,26.0,20.0,2014-08-22,"December 3, 2013","Country,R&;B,Rock",
2129,"Jack, Jack",Wild Life,62.0,,,2014-08-22,"October 31, 2014",Rap,
2130,Katy Perry,Birthday,69.65,17.0,18.0,2014-08-22,"October 18, 2013","Disco,Pop",
2131,Eric Paslay,Song About A Girl,98.5,85.0,10.0,2014-08-22,"February 4, 2014",Country,
2132,Jason Derulo,Talk Dirty,56.7,3.0,33.0,2014-08-15,"August 2, 2013","Pop,R&;B,Rap",2 Chainz
2133,Trey Songz,Na Na,48.3,21.0,28.0,2014-08-15,"January 21, 2014","DMV,R&;B",
2134,Ty Dolla $ign,Or Nah,26.3,48.0,20.0,2014-08-15,"January 6, 2014",Rap,"Wiz Khalifa, DJ Mustard"
2135,Hilary Duff,Chasing The Sun,90.75,,,2014-08-15,"July 23, 2014","Folk,Pop",
2136,Justin Timberlake,Not A Bad Thing,86.0,8.0,22.0,2014-08-08,"September 30, 2013","R&;B,Pop",
2137,Luke Bryan,Play It Again,79.84615384615384,14.0,20.0,2014-08-08,"March 24, 2014",Country,
2138,YG,Who Do You Love?,47.2,54.0,20.0,2014-08-08,"March 18, 2014","Fashion,Canada,West Coast,Rap",Drake
2139,Lorde,Tennis Court,20.660377358490567,71.0,18.0,2014-08-08,"June 7, 2013","Alternative Pop,Alternative,Downtempo,New Zealand,Art Pop,Adult Alternative,Trip-Hop,Electro-Pop,Pop",
2140,"""Weird Al"" Yankovic",Word Crimes,73.33333333333333,39.0,2.0,2014-08-08,"July 15, 2014","Parody,Comedy,Pop",
2141,Troye Sivan,Happy Little Pill,44.0,,,2014-08-08,"July 25, 2014",Pop,
2142,Tyler Farr,Whiskey In My Water,16.04255319148936,52.0,18.0,2014-08-08,,Pop,
2143,5 Seconds Of Summer,Everything I Didn't Say,43.142857142857146,,,2014-08-01,"June 27, 2014","Australia,Punk Rock,Pop-Rock,Pop,Rock",
2144,American Authors,Best Day Of My Life,27.564102564102566,11.0,36.0,2014-08-01,"March 19, 2013","Adult Alternative,Adult Contemporary,Pop-Rock,Alternative Rock,Rock,Indie Pop,Indie Rock,Pop",
2145,Ca$h Out,She Twerkin,48.0,98.0,3.0,2014-08-01,"February 14, 2014",Rap,
2146,George Strait,I Got A Car,92.0,89.0,7.0,2014-07-25,"November 4, 2013",Country,
2147,The Band Perry,Chainsaw,90.0,86.0,9.0,2014-07-25,"March 3, 2014","Country,Rock",
2148,Naughty Boy,La La La,46.0,19.0,20.0,2014-07-18,"May 1, 2013","Electronic,R&;B,UK,Pop",Sam Smith
2149,Justin Moore,Lettin' The Night Roll,69.5,49.0,20.0,2014-07-18,"September 17, 2013","Rock,Country",
2150,Shawn Mendes,Life Of The Party,95.25,24.0,2.0,2014-07-18,"June 26, 2014","Canada,Pop",
2151,Busta Rhymes,Calm Down,31.15,,,2014-07-18,"July 1, 2014",Rap,Eminem
2152,Craig Campbell,Keep Them Kisses Comin',90.0,72.0,10.0,2014-07-18,,Pop,
2153,Jennifer Lopez,First Love,58.869565217391305,87.0,3.0,2014-07-18,"May 1, 2014",Pop,
2154,Afrojack,Ten Feet Tall,76.0,,,2014-07-18,"February 3, 2014","Pop,Electronic",Wrabel
2155,Robin Thicke,Get Her Back,37.72727272727273,,,2014-07-11,"May 1, 2014","R&;B,Pop",
2156,"Jamie N Commons,, Ambassadors",Jungle,27.55,87.0,2.0,2014-07-11,,Rap,
2157,Miranda Lambert,Automatic,79.33333333333333,35.0,19.0,2014-07-11,"February 17, 2014","Rock,Country",
2158,Pitbull,Wild Wild Love,22.09090909090909,30.0,18.0,2014-07-11,"February 25, 2014","Pop,Rap",G.R.L.
2159,5 Seconds Of Summer,Kiss Me Kiss Me,51.535714285714285,,,2014-07-04,"June 27, 2014","Australia,Punk Rock,Pop-Rock,Pop,Rock",
2160,Ed Sheeran,Afire Love,67.0,,,2014-07-04,"June 23, 2014","Rock,UK,Pop",
2161,Imagine Dragons,Demons,25.03846153846154,6.0,61.0,2014-07-04,"February 14, 2012","Adult Alternative,Adult Contemporary,Alternative Pop,Alternative Rock,Pop-Rock,Alternative,Indie Rock,Pop,Rock",
2162,Brett Eldredge,Beat Of The Music,90.36363636363636,44.0,20.0,2014-07-04,"September 30, 2013",Country,
2163,Jhene Aiko,The Worst,99.0,43.0,20.0,2014-07-04,"November 12, 2013",R&;B,
2164,Imagine Dragons,On Top Of The World,80.5,79.0,20.0,2014-07-04,"February 14, 2012","Indie Pop,Indie,Adult Alternative,Alternative Pop,Alternative Rock,Pop-Rock,Alternative,Indie Rock,Pop,Rock",
2165,Lana Del Rey,West Coast,22.488888888888887,17.0,2.0,2014-07-04,"April 14, 2014","Psychedelic Rock,Alternative,Rock,Trip-Hop,Dream-Pop,Pop,Alternative Pop",
2166,PSY,Hangover,81.93333333333334,,,2014-06-27,"June 8, 2014","K-Pop (\xec\xbc\x80\xec\x9d\xb4\xed\x8c\x9d),Pop,Rap",Snoop Dogg
2167,Shakira,Empire,90.0,58.0,12.0,2014-06-27,"February 25, 2014","Latin Rock,Rock,Ballad,Pop",
2168,Neon Trees,Sleeping With A Friend,49.05,51.0,16.0,2014-06-27,"January 11, 2014",Rap,
2169,Sara Bareilles,I Choose You,90.0,81.0,5.0,2014-06-27,"January 17, 2014","Rock,Pop",
2170,Brantley Gilbert,Bottoms Up,44.93181818181818,20.0,25.0,2014-06-20,"December 16, 2013",Country,
2171,Kid Ink,Show Me,34.8,13.0,31.0,2014-06-20,"September 17, 2013","DMV,West Coast,R&;B,Rap",Chris Brown
2172,One Direction,Story Of My Life,49.8,6.0,32.0,2014-06-20,"October 28, 2013","Folk Rock,Folk,Boy Band,UK,Pop",
2173,Lana Del Rey,Ultraviolence,51.95,,,2014-06-20,"June 4, 2014","Alternative Rock,Rock,Alternative Pop,Alternative,Dream-Pop,Pop",
2174,Tiesto,Red Lights,69.91666666666667,56.0,13.0,2014-06-20,"December 13, 2013","Pop,Electronic",
2175,Coldplay,Magic,95.76923076923077,14.0,14.0,2014-06-20,"March 3, 2014","UK,Adult Alternative,Ballad,Baroque Pop,Alternative Rock,Rock",
2176,Phillip Phillips,Raging Fire,26.892857142857142,58.0,8.0,2014-06-20,"March 3, 2014","Folk Rock,Pop-Rock,Pop,Rock",
2177,Beyonce,Partition,21.0,23.0,21.0,2014-06-13,"December 13, 2013","R&;B,Pop",
2178,Rascal Flatts,Rewind,78.5,38.0,20.0,2014-06-13,"May 13, 2014",Country,
2179,Austin Mahone,Mmm Yeah,73.58333333333333,49.0,15.0,2014-06-13,"January 24, 2014","R&;B,Rap,Pop",Pitbull
2180,Lana Del Rey,Shades Of Cool,76.10344827586206,,,2014-06-13,"May 26, 2014","Alternative Rock,Alternative Pop,Alternative,Blues Rock,Pop,Rock",
2181,Keith Urban,Cop Car,74.0,41.0,18.0,2014-06-13,"September 10, 2013",Country,
2182,John Mayer,XO,76.125,,,2014-06-13,"May 27, 2014",Rock,
2183,5 Seconds Of Summer,Don't Stop,20.36,47.0,3.0,2014-06-13,"May 9, 2014","Australia,Punk Rock,Pop-Rock,Pop,Rock",
2184,Jay Z,Part II,37.21052631578947,77.0,16.0,2014-06-13,"July 4, 2013",Rap,Beyonce
2185,Future,I Won,44.19047619047619,98.0,3.0,2014-06-13,"April 8, 2014",Rap,Kanye West
2186,Michael Jackson,Billie Jean,60.0,1.0,25.0,2014-06-06,,"Eighties,Funk,Synth-Pop,Soul,Soul Pop,R&;B,Pop",
2187,Michael Jackson,Slave To The Rhythm,50.375,,,2014-06-06,"May 8, 2014","Synth-Pop,R&;B,Pop",
2188,Passenger,Let Her Go,35.9,5.0,43.0,2014-06-06,"February 24, 2012","Indie Rock,Indie Pop,Folk Rock,Acoustic,Pop,Folk",
2189,Thomas Rhett,Get Me Some Of That,43.604166666666664,41.0,20.0,2014-06-06,"November 18, 2013",Country,
2190,Eric Church,Give Me Back My Hometown,65.85,36.0,20.0,2014-06-06,"February 11, 2014","Country,Rock",
2191,Sam Smith,Leave Your Lover,67.94444444444444,,,2014-06-06,"May 26, 2014","UK,Pop",
2192,Young Thug,Stoner,63.8125,47.0,15.0,2014-06-06,"February 4, 2014","Atlanta,Trap,Rap",
2193,Shakira,Can't Remember To Forget You,44.6,15.0,19.0,2014-06-06,"January 12, 2014","Pop-Rock,Ska,Pop",Rihanna
2194,Eminem,Headlights,57.15,45.0,8.0,2014-05-30,"November 5, 2013","SHADYXV,Producer,Rap",Nate Ruess
2195,Eminem,The Monster,26.5,1.0,29.0,2014-05-30,"October 29, 2013","Hip-Hop,Pop,Rap",Rihanna
2196,Jerrod Niemann,Drink To That All Night,26.026315789473685,34.0,20.0,2014-05-30,"October 21, 2013","Rock,Country",
2197,Fitz And The Tantrums,The Walker,93.0,67.0,12.0,2014-05-30,"December 10, 2013","Adult Alternative,Alternative Rock,Alternative Dance,Electro-Pop,Indie Pop,Indie Rock,Neo Soul,Pop",
2198,The Black Keys,Fever,14.564102564102564,77.0,3.0,2014-05-30,"March 24, 2014","Adult Alternative,Alternative Rock,Blues Rock,Indie Rock,Rock",
2199,Ed Sheeran,One,96.0,,,2014-05-30,"May 2, 2014","Rock,UK,Pop",
2200,Craig Morgan,Wake Up Lovin' You,42.21153846153846,99.0,2.0,2014-05-30,"July 8, 2013",Country,
2201,Aloe Blacc,The Man,46.55,8.0,20.0,2014-05-23,"September 24, 2013","Adult Contemporary,Alternative R&;B,Adult Alternative,Soul Pop,Soul,Pop,R&;B",
2202,Ellie Goulding,Burn,65.6,13.0,36.0,2014-05-23,"July 5, 2013","UK,Electro-Pop,Synth-Pop,Pop",
2203,Avicii,Hey Brother,99.0,16.0,23.0,2014-05-23,"October 9, 2013","Electro House,Pop,Dance",
2204,Demi Lovato,Neon Lights,71.0,36.0,20.0,2014-05-23,"November 19, 2013",Pop,
2205,Hunter Hayes,Invisible,29.0,44.0,12.0,2014-05-23,"January 26, 2014",Country,
2206,Brantley Gilbert,17 Again,73.5,,,2014-05-23,"May 19, 2014","Country,Rock",
2207,ScHoolboy Q,Man Of The Year,70.625,62.0,13.0,2014-05-23,"November 19, 2013","West Coast,Rap",
2208,Blake Shelton,Doin' What She Likes,79.33333333333333,35.0,17.0,2014-05-23,"January 6, 2014",Country,
2209,Lorde,Royals,79.0,1.0,44.0,2014-05-16,"June 3, 2013","Alternative,Art Pop,Adult Alternative,New Zealand,Memes,Electro-Pop,Alternative Pop,Pop",
2210,Beyonce,Drunk In Love,53.0,2.0,20.0,2014-05-16,"December 17, 2013","R&;B,Pop",Jay Z
2211,Brantley Gilbert,My Baby's Guns N' Roses,58.4,,,2014-05-16,"May 19, 2014","Country,Rock",
2212,"Kristen Bell, Idina Menzel",For The First Time In Forever,29.105263157894736,57.0,19.0,2014-05-16,"November 27, 2013","Soundtrack,Pop,Disney",
2213,Katy Tiz,The Big Bang,37.836363636363636,,,2014-05-16,"April 24, 2014",Pop,
2214,Imagine Dragons,Radioactive,79.0,3.0,87.0,2014-05-09,"February 14, 2012","Adult Alternative,Dubstep,Alternative Pop,Alternative Rock,Pop-Rock,Alternative,Electronic Rock,Pop,Rock",
2215,Avril Lavigne,Hello Kitty,75.0,,,2014-05-09,"November 5, 2013","Japanese,Japan,J-Pop,Dance,Rock,Dubstep,Pop-Rock,Canada,Pop",
2216,B.o.B,John Doe,74.65,69.0,5.0,2014-05-09,"December 3, 2013",Rap,Priscilla
2217,"Kristen Bell, Agatha Lee Monn, Katie Lopez",Do You Want To Build A Snowman?,66.0,51.0,18.0,2014-05-09,"November 27, 2013","Soundtrack,Pop,Disney",
2218,Randy Houser,Goodnight Kiss,73.25,52.0,16.0,2014-05-09,"January 22, 2013","Country,Rock",
2219,Dierks Bentley,I Hold On,96.0,40.0,19.0,2014-05-09,"February 25, 2014",Country,
2220,Arctic Monkeys,Do I Wanna Know?,89.0,70.0,20.0,2014-05-02,"June 18, 2013","British Rock,UK,Adult Alternative,Soundtrack,Psychedelic Rock,Blues Rock,Indie Rock,Alternative Rock,Rock",
2221,Frankie Ballard,Helluva Life,83.0,51.0,20.0,2014-05-02,"July 29, 2013",Country,
2222,Sara Evans,Slow Me Down,55.2,89.0,5.0,2014-05-02,"March 1, 2014",Country,
2223,Jason Aldean,When She Says Baby,79.45454545454545,38.0,20.0,2014-04-25,"October 16, 2012","Country,Rock",
2224,Tim McGraw,Lookin' For That Girl,44.68181818181818,85.0,4.0,2014-04-25,"September 16, 2014","Country,Rock",
2225,Miley Cyrus,Adore You,40.85,21.0,18.0,2014-04-25,"December 17, 2013",Pop,
2226,Cash Cash,Take Me Home,44.625,57.0,13.0,2014-04-25,"July 15, 2013","Pop,Dance,Electronic",Bebe Rexha
2227,Romeo Santos,Odio,52.375,45.0,11.0,2014-04-25,"January 27, 2014","Romanticism Literature,En Espa\xc3\xb1ol,Latin Pop,R&;B,Pop,Rap,Bachata",Drake
2228,Katy Perry,Roar,34.333333333333336,1.0,35.0,2014-04-18,"August 10, 2013",Pop,
2229,"Kristen Bell, Santino Fontana",Love Is An Open Door,65.1,49.0,4.0,2014-04-18,"November 27, 2013","Soundtrack,Pop,Disney",
2230,Ellie Goulding,Beating Heart,60.705882352941174,88.0,3.0,2014-04-18,"March 11, 2014","Screen,Soundtrack,Pop",
2231,Bruno Mars,Young Girls,61.642857142857146,32.0,14.0,2014-04-18,"November 6, 2012","Ballad,Pop",
2232,Thompson Square,Everything I Shouldn't Be Thinking About,41.75,69.0,12.0,2014-04-18,"June 10, 2013",Country,
2233,Sara Bareilles,Brave,66.3,23.0,42.0,2014-04-11,"April 23, 2013","Power Pop,Pop-Rock,Pop,Rock",
2234,Miley Cyrus,Wrecking Ball,83.83333333333333,1.0,32.0,2014-04-11,"August 25, 2013","Adult Contemporary,Ballad,Memes,Pop",
2235,Lady Gaga,G.U.Y.,69.7,,,2014-04-11,"March 28, 2014","Electronic,Pop",
2236,Scotty McCreery,See You Tonight,37.6,52.0,18.0,2014-04-11,"October 15, 2013","Country,Rock",
2237,Drake,"Hold On, We're Going Home",58.666666666666664,4.0,33.0,2014-04-04,"August 7, 2013","R&;B,Canada",Majid Jordan
2238,Luke Bryan,Drink A Beer,55.8125,31.0,20.0,2014-04-04,"January 1, 2013","Country,Rock",
2239,Jennifer Lopez,I Luh Ya Papi,23.76,77.0,2.0,2014-04-04,"March 11, 2014","Pop,Rap",French Montana
2240,Lady Antebellum,Compass,48.333333333333336,46.0,20.0,2014-04-04,"October 14, 2013","Country,Rock",
2241,John Newman,Love Me Again,48.0,30.0,18.0,2014-04-04,"May 17, 2013","Soul,Pop",
2242,K. Michelle,Can't Raise A Man,73.0,94.0,7.0,2014-04-04,"August 13, 2013",R&;B,
2243,Soko,We Might Be Dead By Tomorrow,21.92982456140351,,,2014-03-28,"February 13, 2012",Rock,
2244,Robin Thicke,Blurred Lines,66.82352941176471,1.0,48.0,2014-03-28,"March 26, 2013","R&;B,Pop",T.I. + Pharrell
2245,AWOLNATION,Sail,77.0,17.0,79.0,2014-03-21,"November 8, 2010","Electro-Pop,Pop-Rock,Alternative Rock,Industrial Rock,Indie Rock,Electronic Rock,Rock",
2246,Rick Ross,Sanctified,53.95,,,2014-03-21,"March 3, 2014","Trap,Producer,Rap","Kanye West, Big Sean"
2247,Drake,The Language,71.0,51.0,20.0,2014-03-21,"September 24, 2013","Trap,Canada,Rap",
2248,U2,Ordinary Love,22.6,84.0,2.0,2014-03-21,"November 29, 2013","Ireland,Rock",
2249,Rick Ross,The Devil Is A Lie,35.43478260869565,,,2014-03-21,"December 19, 2013",Rap,Jay
2250,Lorde,Glory And Gore,61.38095238095238,68.0,3.0,2014-03-21,"March 11, 2014","Alternative,New Zealand,Art Pop,Electro-Pop,Adult Alternative,Chill,Dark Ambient,Dark Pop,Pop,Alternative Pop",
2251,Wisin,Adrenalina,74.27272727272727,,,2014-03-21,"March 18, 2014","Latin Pop,Pop,Latin Music,Reggaeton,En Espa\xc3\xb1ol","Jennifer Lopez, Ricky Martin"
2252,Katy Perry,Unconditionally,49.72727272727273,14.0,20.0,2014-03-21,"October 16, 2013",Pop,
2253,Daughtry,Waiting For Superman,75.06666666666666,66.0,17.0,2014-03-21,"September 17, 2013",Rock,
2254,The 1975,Chocolate,16.476190476190474,80.0,6.0,2014-03-21,"February 20, 2013","UK,Pop-Rock,Alternative,Alternative Rock,Pop,Rock",
2255,Cole Swindell,Chillin' It,32.45454545454545,28.0,20.0,2014-03-14,"August 19, 2013",Country,
2256,Eminem,Rap God,94.0,7.0,20.0,2014-03-14,"October 15, 2013","Hip-Hop,Hardcore Hip-Hop,Producer,Electronic,Memes,Rap",
2257,The Fray,Love Don't Die,87.86666666666666,60.0,9.0,2014-03-14,"October 15, 2013","Pop,Rock",
2258,Danielle Bradbery,The Heart Of Dixie,61.5,58.0,13.0,2014-03-14,"July 16, 2013",Country,
2259,Eric Paslay,Friday Night,67.35,47.0,20.0,2014-03-14,"February 4, 2014",Country,
2260,ScHoolboy Q,Collard Greens,94.0,92.0,8.0,2014-03-14,"June 11, 2013",Rap,Kendrick Lamar
2261,Lady Gaga,Do What U Want,22.62857142857143,13.0,19.0,2014-03-14,"October 21, 2013","R&;B,Electro-Pop,Pop",R. Kelly
2262,Capital Cities,Safe And Sound,15.64516129032258,8.0,43.0,2014-03-07,"January 6, 2011","Dance-Pop,Synth-Pop,Rock",
2263,The Neighbourhood,Sweater Weather,24.89090909090909,14.0,37.0,2014-03-07,"March 28, 2012","Adult Alternative,Pop-Rock,Indie Rock,Pop,Indie,Alternative Rock,Rock",
2264,David Nail,Whatever She's Got,68.0,35.0,21.0,2014-03-07,"May 28, 2013",Country,
