,rank,artist,song,rank_last_week,peak_rank,weeks_on_chart,date
678,79,Lewis Capaldi,Before You Go,85,79,2,2020-02-15
679,80,YoungBoy Never Broke Again,Make No Sense,79,57,13,2020-02-15
680,81,Jake Owen,Homemade,88,81,2,2020-02-15
681,82,Mac Miller,Good News,54,17,4,2020-02-15
682,83,Roddy Ricch & Gunna,Start Wit Me,71,56,12,2020-02-15
683,84,Bad Bunny,Vete,87,33,10,2020-02-15
684,85,Morgan Wallen,Chasin' You,82,82,2,2020-02-15
685,86,Kelsea Ballerini,homecoming queen?,76,76,9,2020-02-15
686,87,Lil Wayne,Mama Mia,0,87,1,2020-02-15
687,88,Lil Wayne,Funeral,0,88,1,2020-02-15
688,89,Meghan Trainor Featuring Nicki Minaj,Nice To Meet Ya,0,89,1,2020-02-15
689,90,Jordan Davis,Slow Dance In A Parking Lot,84,84,5,2020-02-15
690,91,Summer Walker & Usher,Come Thru,90,42,8,2020-02-15
691,92,Tory Lanez & T-Pain,Jerry Sprunger,81,44,9,2020-02-15
692,93,Justin Bieber Featuring Kehlani,Get Me,0,93,1,2020-02-15
693,94,Brett Young,Catch,96,94,2,2020-02-15
694,95,Garth Brooks & Blake Shelton,Dive Bar,100,95,2,2020-02-15
695,96,DaniLeigh Featuring Chris Brown,Easy,89,79,14,2020-02-15
696,97,Selena Gomez,Rare,83,30,4,2020-02-15
697,98,MoneyBagg Yo Featuring Lil Baby,U Played,77,53,5,2020-02-15
698,99,NLE Choppa,Camelot,92,37,20,2020-02-15
699,100,Baby Keem,ORANGE SODA,0,98,2,2020-02-15
700,1,Roddy Ricch,The Box,1,1,10,2020-02-22
701,2,Future Featuring Drake,Life Is Good,2,2,5,2020-02-22
702,3,Post Malone,Circles,3,1,24,2020-02-22
703,4,Maroon 5,Memories,4,2,21,2020-02-22
704,5,Tones And I,Dance Monkey,5,5,19,2020-02-22
705,6,Dua Lipa,Don't Start Now,9,6,15,2020-02-22
706,7,Arizona Zervas,Roxanne,7,4,15,2020-02-22
707,8,Lewis Capaldi,Someone You Loved,6,1,40,2020-02-22
708,9,Dan + Shay & Justin Bieber,"10,000 Hours",8,4,19,2020-02-22
709,10,Billie Eilish,Everything I Wanted,10,8,14,2020-02-22
710,11,Justin Bieber Featuring Quavo,Intentions,0,11,1,2020-02-22
711,12,The Weeknd,Blinding Lights,15,11,11,2020-02-22
712,13,Selena Gomez,Lose You To Love Me,11,1,17,2020-02-22
713,14,Mustard & Roddy Ricch,Ballin',12,11,30,2020-02-22
714,15,DaBaby,BOP,13,11,20,2020-02-22
715,16,blackbear,Hot Girl Bummer,19,16,22,2020-02-22
716,17,The Weeknd,Heartless,17,1,12,2020-02-22
717,18,Maren Morris,The Bones,18,18,21,2020-02-22
718,19,Justin Bieber,Yummy,14,2,6,2020-02-22
719,20,Lizzo,Good As Hell,16,3,25,2020-02-22
720,21,Roddy Ricch Featuring Mustard,High Fashion,21,20,7,2020-02-22
721,22,Harry Styles,Adore You,23,22,10,2020-02-22
722,23,Nicki Minaj,Yikes,0,23,1,2020-02-22
723,24,Lil Baby,Woah,24,16,14,2020-02-22
724,25,Trevor Daniel,Falling,27,25,13,2020-02-22
725,26,Camila Cabello Featuring DaBaby,My Oh My,31,26,10,2020-02-22
726,27,Chris Brown Featuring Drake,No Guidance,22,5,36,2020-02-22
727,28,Eminem Featuring Juice WRLD,Godzilla,20,3,4,2020-02-22
728,29,Billie Eilish,Bad Guy,25,1,46,2020-02-22
729,30,Travis Scott,HIGHEST IN THE ROOM,26,1,19,2020-02-22
730,31,Halsey,You Should Be Sad,30,26,5,2020-02-22
731,32,Jonas Brothers,What A Man Gotta Do,29,16,4,2020-02-22
732,33,Shawn Mendes & Camila Cabello,Senorita,28,1,34,2020-02-22
733,34,Sam Hunt,Kinfolks,34,34,18,2020-02-22
734,35,SHAED,Trampoline,32,13,37,2020-02-22
735,36,Black Eyed Peas X J Balvin,RITMO (Bad Boys For Life),44,36,12,2020-02-22
736,37,Jonas Brothers,Sucker,38,1,45,2020-02-22
737,38,Old Dominion,One Man Band,36,20,25,2020-02-22
738,39,Jonas Brothers,Only Human,37,18,34,2020-02-22
739,40,Ed Sheeran & Justin Bieber,I Don't Care,40,2,37,2020-02-22
740,41,Lizzo,Truth Hurts,35,1,41,2020-02-22
741,42,Karol G & Nicki Minaj,Tusa,42,42,11,2020-02-22
742,43,Doja Cat & Tyga,Juicy,41,41,16,2020-02-22
743,44,YNW Melly & Juice WRLD,Suicidal,39,34,12,2020-02-22
744,45,Kane Brown,Homesick,51,45,13,2020-02-22
745,46,Young Thug Featuring Gunna,Hot,47,11,26,2020-02-22
746,47,Luke Combs,Even Though I'm Leaving,43,11,24,2020-02-22
747,48,Gabby Barrett Featuring Charlie Puth,I Hope,53,48,7,2020-02-22
748,49,Lil Baby,Sum 2 Prove,46,16,5,2020-02-22
749,50,Ed Sheeran Featuring Camila Cabello & Cardi B,South Of The Border,49,49,10,2020-02-22
750,51,Juice WRLD & YoungBoy Never Broke Again,Bandit,45,10,19,2020-02-22
751,52,Jon Pardi,Heartache Medication,48,42,20,2020-02-22
752,53,Jimmie Allen,Make Me Want To,65,53,7,2020-02-22
753,54,Russ & BIA,BEST ON EARTH,52,52,10,2020-02-22
754,55,Rod Wave,Heart On Ice,55,54,14,2020-02-22
755,56,H.E.R. Featuring YG,Slide,54,54,8,2020-02-22
756,57,Khalid x Disclosure,Know Your Worth,0,57,1,2020-02-22
757,58,Doja Cat Featuring Nicki Minaj,Say So,67,58,6,2020-02-22
758,59,JACKBOYS Featuring Young Thug,Out West,57,38,7,2020-02-22
759,60,Blake Shelton Duet With Gwen Stefani,Nobody But You,62,43,5,2020-02-22
760,61,Lil Wayne Featuring Big Sean & Lil Baby,I Do It,33,33,2,2020-02-22
761,62,Lil Mosey,Blueberry Faygo,0,62,1,2020-02-22
762,63,DaBaby Featuring Lil Baby & Moneybagg Yo,TOES,58,28,11,2020-02-22
763,64,Luke Bryan,What She Wants Tonight,64,64,8,2020-02-22
764,65,DaBaby,VIBEZ,63,21,20,2020-02-22
765,66,Riley Green,I Wish Grandpas Never Died,68,66,7,2020-02-22
766,67,Ingrid Andress,More Hearts Than Mine,71,67,7,2020-02-22
767,68,Joji,Run,0,68,1,2020-02-22
768,69,Jason Aldean,We Back,72,69,11,2020-02-22
769,70,Jhene Aiko,P*$$y Fairy (OTW),66,55,4,2020-02-22
770,71,Lewis Capaldi,Before You Go,79,71,3,2020-02-22
771,72,Megan Thee Stallion,B.I.T.C.H.,59,31,3,2020-02-22
772,73,Diplo Presents Thomas Wesley Featuring Morgan Wallen,Heartless,75,73,6,2020-02-22
773,74,Lil Nas X & Cardi B Or Nas,Rodeo,0,22,9,2020-02-22
774,75,Jake Owen,Homemade,81,75,3,2020-02-22
775,76,Jordan Davis,Slow Dance In A Parking Lot,90,76,6,2020-02-22
776,77,Carly Pearce & Lee Brice,I Hope You're Happy Now,76,75,6,2020-02-22
777,78,Dustin Lynch,Ridin' Roads,77,47,15,2020-02-22
778,79,YoungBoy Never Broke Again,Make No Sense,80,57,14,2020-02-22
779,80,PARTYNEXTDOOR Featuring Drake,Loyal,0,63,2,2020-02-22
780,81,Morgan Wallen,Chasin' You,85,81,3,2020-02-22
