,Artist,Name,Weekly_rank_avg,Peak_Position,Weeks_on_Chart,Genre
242,Offset,RED ROOM,96.0,49.0,3.0,"Trap,Motown,Rap"
243,2 Chainz,WHIP,72.66666666666667,,,Rap
244,Ariana Grande,NEEDY,52.1,14.0,4.0,"R&;B,Pop"
245,2 Chainz,MOMMA I HIT A LICK,91.14285714285714,,,"West Coast,Rap"
246,Pardison Fontaine,BACKIN' IT UP,72.57894736842105,40.0,20.0,Rap
247,Offset,LEGACY,34.81818181818182,,,"Motown,Rap"
248,Lady Gaga,I'LL NEVER LOVE AGAIN,80.5,36.0,7.0,"Musicals,Soundtrack,Pop"
249,Offset,HOW DID I GET HERE,80.0,,,"East Coast,Motown,Rap"
250,Ariana Grande,NASA,69.3125,17.0,3.0,"Trap,R&;B,Pop"
251,Gunna,OUTSTANDING,25.59259259259259,,,"Trap,Rap"
252,Lil Pump,BE LIKE ME,80.0,,,"Trap,Rap"
253,Gunna,3 HEADED SNAKE,59.26086956521739,,,"Trap,Rap"
254,Gunna,WIT IT,66.15,,,"Cloud Rap,Trap,Rap"
255,The Chainsmokers,THIS FEELING,49.0,50.0,20.0,"EDM,Bass Music,Electro,Electro-Pop,Future Bass,Electronic,Dance,Pop"
256,Gunna,ONE CALL,80.9047619047619,56.0,2.0,"Cloud Rap,Trap,Rap"
257,Mark Ronson,NOTHING BREAKS LIKE A HEART,83.0,43.0,13.0,"Nu Disco,Adult Contemporary,Dance-Pop,Pop,Pop Country,Disco"
258,Ariana Grande,IMAGINE,20.0,21.0,8.0,"Ballad,Trap,Neo Soul,Alternative R&;B,R&;B,Pop"
259,Offset,LICK,73.0,,,"Motown,Rap"
260,Ariana Grande,BAD IDEA,82.575,27.0,3.0,"Trap,Alternative R&;B,R&;B"
261,Gunna,SPEED IT UP,85.125,,,"Trap,Rap"
262,Ariana Grande,BLOODLINE,56.0,22.0,3.0,"Dancehall,Reggae,R&;B,Pop"
263,John Mayer,I GUESS I JUST FEEL LIKE,95.66666666666667,,,Country
264,Ariana Grande,FAKE SMILE,43.84,26.0,2.0,"Neo Soul,Trap,R&;B,Pop"
265,"Gesaffelstein, The Weeknd",LOST IN THE FIRE,66.17647058823529,27.0,6.0,"Electronic,Beef,France,Canada,Electro-Pop,Pop,R&;B"
266,Ariana Grande,GHOSTIN,66.15,25.0,2.0,"Dream-Pop,Ballad,R&;B,Pop"
267,Thomas Rhett,SIXTEEN,67.0,42.0,15.0,Country
268,Ariana Grande,IN MY HEAD,15.777777777777779,38.0,2.0,"Alternative R&;B,Trap,R&;B,Pop"
269,Loud Luxury,BODY,68.25,80.0,8.0,"Canada,Pop"
270,"Zedd, Katy Perry",365,66.55555555555556,,,"West Coast,Dance-Pop,Electro,Electro-Pop,Electronic,Dance,Pop"
271,Travis Scott,YOSEMITE,75.41176470588235,25.0,18.0,"Atlanta,Canada,Memes,Trap,Rap"
272,Ariana Grande,MAKE UP,86.18181818181819,48.0,2.0,"R&;B,Pop"
273,Dustin Lynch,GOOD GIRL,74.83333333333333,44.0,15.0,"Pop,Country"
274,"XXXTENTACION, Lil Pump",ARMS AROUND YOU,61.95,28.0,17.0,"Pop,Dancehall,East Coast,Dance,Latin Music,En Espa\xc3\xb1ol,Rap"
275,A Boogie Wit da Hoodie,STARTENDER,18.29032258064516,59.0,9.0,"Motown,Trap,Rap"
276,Lil Wayne,UPROAR,75.25,7.0,20.0,Rap
277,Dierks Bentley,BURNING MAN,24.291666666666668,45.0,17.0,Country
278,Jacquees,YOU,86.24,58.0,12.0,Rap
279,Zara Larsson,RUIN MY LIFE,81.0,76.0,7.0,"Scandinavia,Scandipop,Synth-Pop,R&;B,Pop"
280,"Tory Lanez, Rich The Kid",TALK TO ME,77.875,43.0,16.0,"Instrumental Hip-Hop,Trip-Hop,Dancehall,Trap,Canada,R&;B,Rap"
281,Kacey Musgraves,RAINBOW,78.0,,,Country
282,Marshmello,ALONE,61.72727272727273,28.0,11.0,"Electronic Trap,Electronic,Pop"
283,Ariana Grande,BREATHIN,40.1,12.0,25.0,"Dance-Pop,Electro-Pop,R&;B,Pop"
284,Ella Mai,TRIP,65.86666666666666,11.0,27.0,"UK,R&;B"
285,"Khalid, Normani",LOVE LIES,70.29411764705883,9.0,51.0,"Soundtrack,R&;B"
286,Bazzi,BEAUTIFUL,94.16666666666667,26.0,27.0,"Remix,Ballad,R&;B,Pop"
287,Future,FIRST OFF,52.75,47.0,3.0,"Atlanta,Trap,Rap"
288,"benny blanco, Juice WRLD",ROSES,74.1,85.0,6.0,"Emo Rap,Pop-Punk,Pop,Rap"
289,Logic,KEANU REEVES,41.6,38.0,3.0,"DMV,East Coast,Rap"
290,French Montana,NO STYLIST,68.5,47.0,20.0,"Trap,Canada,Rap"
291,Future,CRUSHED UP,89.25,43.0,5.0,"Atlanta,Trap,Rap"
292,Jimmie Allen,BEST SHOT,43.0,37.0,20.0,Country
293,XXXTENTACION,SAUCE!,51.9375,,,"R&;B,Remix,Trap,Rap"
294,XXXTENTACION,BAD!,80.86666666666666,16.0,11.0,"Hip-Hop,Cloud Rap,R&;B,Trap,Rap"
295,Russell Dickerson,BLUE TACOMA,44.7,52.0,19.0,Country
296,Imagine Dragons,NATURAL,65.0,13.0,27.0,"Alternative,Adult Alternative,Indie Rock,Alternative Rock,Pop-Rock,Rock,Pop"
297,Future,JUMPIN ON A JET,52.5,57.0,2.0,"Atlanta,Trap,Rap"
298,Future,NEVER STOP,78.0,,,"Atlanta,Cloud Rap,Trap,Rap"
299,Camila Cabello,CONSEQUENCES,92.0,51.0,12.0,"Ballad,Piano,Cuba,M\xc3\xa9xico,Pop"
300,Future,TEMPTATION,97.0,,,"Atlanta,Trap,Rap"
301,Future,ROCKET SHIP,26.59090909090909,,,"Atlanta,Trap,Rap"
302,"Silk City, Dua Lipa",ELECTRICITY,96.0,62.0,10.0,"Retro,Disco,Electro House,Dance-Pop,Dance,Electronic,UK,House,Pop"
303,"Hikaru Utada, Skrillex",FACE MY FEARS,81.5,,,"Theme Song,Future Bass,Disney,Electro-Pop,Electronic,Soundtrack,Gaming,Japan,Pop"
304,Future,CALL THE CORONER,76.72727272727273,,,"Atlanta,Trap,Rap"
305,Luke Combs,SHE GOT THE BEST OF ME,50.69512195121951,31.0,23.0,Country
306,"Future, Juice WRLD",FINE CHINA,58.55,26.0,13.0,"Trap,Rap"
307,Ski Mask The Slump God,NUKETOWN,88.0,63.0,6.0,"Hip-Hop,Screamo,Trap,Rap"
308,Metro Boomin,SPACE CADET,96.75,51.0,6.0,"Trap,Rap"
309,Lil Pump,BUTTERFLY DOORS,76.05,81.0,2.0,"Trap,Rap"
310,YoungBoy Never Broke Again,VALUABLE PAIN,88.0909090909091,87.0,2.0,Rap
311,21 Savage,CAN'T LEAVE WITHOUT IT,82.88888888888889,58.0,4.0,"Motown,Trap,Rap"
312,Nicki Minaj,GOOD FORM,65.81818181818181,60.0,6.0,"Remix,Rap"
313,Billie Eilish,IDONTWANNABEYOUANYMORE,54.8421052631579,96.0,3.0,"Dark Pop,Alternative Pop,Alternative,Pop"
314,Kip Moore,LAST SHOT,39.729729729729726,53.0,8.0,Country
315,"Shawn Mendes, Zedd",LOST IN JAPAN,74.9,48.0,16.0,"Canada,R&;B,Remix,Electronic,Dance,Pop"
316,21 Savage,MONSTER,42.05714285714286,73.0,3.0,"Atlanta,Hip-Hop,Trap,Rap"
317,A Boogie Wit da Hoodie,DEMONS AND ANGELS,83.44444444444444,90.0,3.0,"Cloud Rap,Trap,Rap"
318,6ix9ine,KIKA,65.16666666666667,44.0,6.0,"Trap,R&;B,Canada,East Coast,Rap"
319,"Tyga, Nicki Minaj",DIP,49.42857142857143,63.0,8.0,"West Coast,Rap"
320,Eminem,LUCKY YOU,83.125,6.0,14.0,Rap
321,Mitchell Tenpenny,DRUNK ME,79.0,39.0,21.0,Country
322,Meek Mill,DANGEROUS,90.33333333333333,31.0,20.0,"East Coast,R&;B,Rap"
323,XXXTENTACION,WHOA,87.5,37.0,3.0,"Lo-Fi,Chillstep,Pop"
324,21 Savage,ALL MY FRIENDS,99.5,67.0,2.0,"Trap,Rap"
325,Mariah Carey,ALL I WANT FOR CHRISTMAS IS YOU,97.66666666666667,3.0,30.0,"East Coast,Christmas,R&;B,Pop"
326,Bobby Helms,JINGLE BELL ROCK,81.0,8.0,25.0,"Pop,Rockabilly,Christmas,Rock"
327,Brenda Lee,ROCKIN' AROUND THE CHRISTMAS TREE,81.5,9.0,27.0,"Christmas,Rock"
328,Burl Ives,A HOLLY JOLLY CHRISTMAS,33.69230769230769,10.0,10.0,Pop
329,Nat King Cole,THE CHRISTMAS SONG,75.22222222222223,11.0,17.0,"Pop,Christmas"
330,Andy Williams,IT'S THE MOST WONDERFUL TIME OF THE YEAR,85.92857142857143,10.0,10.0,"Christmas,Holiday,Pop"
331,Nosed Reindeer,RUDOLPH THE RED,89.0,16.0,4.0,"Christmas,Pop"
332,Wham!,LAST CHRISTMAS,88.5,25.0,9.0,"Christmas,New Wave,Synth-Pop,Pop"
333,The Ronettes,SLEIGH RIDE,94.5,26.0,3.0,"Christmas,Pop"
334,Gene Autry,HERE COMES SANTA CLAUS,50.892857142857146,28.0,3.0,"Christmas,Pop"
335,Jose Feliciano,FELIZ NAVIDAD,68.4,29.0,5.0,"Rock,Pop,Latin Pop,Latin Music,Holiday,Christmas"
336,Perry Como,HOME FOR THE HOLIDAYS,64.75,32.0,2.0,"Pop,Christmas"
337,Bing Crosby,WHITE CHRISTMAS,77.04347826086956,12.0,15.0,"Pop,Christmas"
338,Elvis Presley,BLUE CHRISTMAS,72.10526315789474,,,"R&;B,Christmas,Country,Rock"
339,Darlene Love,CHRISTMAS,64.875,43.0,2.0,Rock
340,Kelly Clarkson,UNDERNEATH THE TREE,36.25,44.0,4.0,"Christmas,Pop"
341,Chuck Berry,RUN RUDOLPH RUN,69.6,45.0,4.0,"Christmas,Rock"
342,Frank Sinatra,JINGLE BELLS,46.733333333333334,,,"Christmas,Pop"
343,Katy Perry,COZY LITTLE CHRISTMAS,22.333333333333332,53.0,2.0,"Christmas,Holiday,Pop"
344,21 Savage,BREAK DA LAW,74.25,,,"Trap,Rap"
345,21 Savage,1.5,14.695652173913043,,,"Motown,Trap,Rap"
346,21 Savage,OUT FOR THE NIGHT,91.83333333333333,,,"Trap,Rap"
347,21 Savage,GUN SMOKE,97.2,,,"Trap,Rap"
348,21 Savage,ASMR,51.48,,,"Trap,Rap"
349,Paul McCartney,WONDERFUL CHRISTMASTIME,50.9,,,Rock
350,Kodak Black,MOSHPIT,32.8,,,"Trap,Rap"
351,Kodak Black,TESTIMONY,51.23529411764706,,,Rap
352,Kodak Black,GNARLY,95.5,,,"Cloud Rap,Trap,Rap"
353,Meek Mill,UPTOWN VIBES,64.29411764705883,39.0,3.0,"East Coast,Latin Urban,En Espa\xc3\xb1ol,Latin Music,Latin Trap,Rap"
354,6ix9ine,MAMA,54.666666666666664,43.0,4.0,"Pop,Motown,Trap,Rap"
355,lovelytheband,BROKEN,43.8,29.0,22.0,"Pop,Indie Pop,Adult Alternative,Alternative Rock,Pop-Rock,Indie Rock,Rock"
356,Tyga,TASTE,71.0,8.0,29.0,"Trap,West Coast,Rap"
357,XXXTENTACION,GUARDIAN ANGEL,80.0,,,"Hip-Hop,Emo,Cloud Rap,Alternative,Emo Rap,Lo-Fi,Rap"
358,Ariana Grande,GOD IS A WOMAN,25.6,8.0,22.0,"Feminism,Alternative R&;B,Electro-Pop,Trap,R&;B,Pop"
359,XXXTENTACION,I DON'T LET GO,93.0,,,"Hip-Hop,Trap,Rap"
360,Meek Mill,WHAT'S FREE,53.75,20.0,2.0,"East Coast,Rap"
361,XXXTENTACION,ONE MINUTE,75.625,,,"Alternative Metal,Rap Rock,Alternative Rock,Hip-Hop,Nu-Metal,Rap,Screamo,Rock"
362,XXXTENTACION,TRAIN FOOD,91.66666666666667,,,"Emo Rap,Emo,Hip-Hop,Piano,Rap"
363,XXXTENTACION,WHAT ARE YOU SO AFRAID OF,58.05882352941177,,,"Pop,Acoustic,R&;B"
364,XXXTENTACION,STARING AT THE SKY,86.28571428571429,,,"Nu-Metal,Alternative Metal,Metal,Screamo,Alternative Rock,Rock"
365,NF,LIE,33.43478260869565,48.0,20.0,"Pop,Rap"
366,6ix9ine,WAKA,75.71428571428571,51.0,3.0,"Trap,Rap"
367,Meek Mill,ON ME,49.85,30.0,2.0,"East Coast,Rap"
368,XXXTENTACION,DIFFERENCE,82.0,,,"Interlude,Acoustic,Pop,R&;B"
369,6ix9ine,TIC TOC,48.0,53.0,3.0,"Trap,Motown,Rap"
370,Yella Beezy,THAT'S ON ME,67.0,56.0,20.0,Rap
371,6ix9ine,FEFE,80.0,3.0,20.0,"Hip-Hop,Pop,Trap,Rap"
372,Meek Mill,INTRO,90.28571428571429,,,Rap
373,Meek Mill,RESPECT THE GAME,72.0,,,"East Coast,Rap"
374,Cardi B,RING,27.829268292682926,28.0,20.0,"West Coast,East Coast,Pop,R&;B,Rap"
375,Meek Mill,TRAUMA,44.8,,,Rap
376,Lil Baby,TIME,46.9,,,"Motown,Trap,Rap"
377,Lil Baby,READY,85.0,,,"Trap,Rap"
378,Meek Mill,CHAMPIONSHIPS,64.36842105263158,,,"East Coast,Rap"
379,Meek Mill,TIC TAC TOE,65.7,,,"East Coast,Rap"
380,Meek Mill,ALMOST SLIPPED,100.0,,,"East Coast,R&;B,Rap"
381,Meek Mill,SPLASH WARNING,80.9375,,,"East Coast,Rap"
382,Meek Mill,PAY YOU BACK,74.73333333333333,,,"East Coast,Rap"
383,Ski Mask The Slump God,FOOT FUNGUS,79.0,,,"Trap,Rap"
384,Lil Baby,CRUSH A LOT,60.05,,,"Motown,Trap,Rap"
385,Meek Mill,OODLES O' NOODLES BABIES,77.9,,,"East Coast,Rap"
386,6ix9ine,STOOPID,72.71428571428571,25.0,9.0,"Hardcore Hip-Hop,East Coast,Trap,Rap"
387,Lil Baby,GLOBAL,95.83333333333333,,,"Motown,Trap,Rap"
388,Lil Baby,WORD ON THE STREET,37.8,,,"Motown,Trap,Rap"
389,Drake,IN MY FEELINGS,23.05263157894737,1.0,22.0,"Bounce,Pop,Trap,Canada,R&;B,Rap"
390,Kane Brown,LOSE IT,68.10526315789474,28.0,20.0,Country
391,"Lil Baby, Drake",YES INDEED,84.77777777777777,6.0,29.0,"Hip-Hop,Trap,Canada,Motown,Rap"
392,Drake,NONSTOP,90.35714285714286,2.0,22.0,"Memes,Trap,Canada,Rap"
393,Ella Mai,BOO'D UP,81.92307692307692,5.0,35.0,"UK,R&;B"
394,Trippie Redd,TOPANGA,60.25,52.0,5.0,"Emo Rap,Emo,Trap,Producer,Rap"
395,Billie Eilish,COME OUT AND PLAY,60.54545454545455,,,"Ballad,Alternative Pop,Alternative,Indie Pop,Indie,Pop"
396,Metro Boomin,10 FREAKY GIRLS,88.0,42.0,4.0,"Atlanta,Trap,Rap"
397,Trippie Redd,1400 / 999 FREESTYLE,68.5,55.0,3.0,"Emo Rap,Trap,Rap"
398,Bebe Rexha,I'M A MESS,68.6,35.0,20.0,Pop
399,Chris Young,HANGIN' ON,83.5,63.0,13.0,Country
400,"Lil Baby, Gunna",NEVER RECOVER,76.0,15.0,8.0,"Atlanta,Motown,Trap,Rap"
401,6ix9ine,BEBE,43.92063492063492,30.0,5.0,"Puerto Rico,Rap,Latin Urban,Pop,Reggaeton,En Espa\xc3\xb1ol,Latin Music"
402,Maren Morris,RICH,75.3125,62.0,8.0,Country
403,Daniel Caesar,BEST PART,91.0,75.0,19.0,"Canada,R&;B"
404,Metro Boomin,DON'T COME OUT THE HOUSE,13.793103448275861,38.0,4.0,"Gangsta Rap,Trap,Rap"
405,"Kanye West, Lil Pump",I LOVE IT,44.38461538461539,6.0,12.0,"Hip-Hop,Memes,Rap"
406,"Lil Peep, XXXTENTACION",FALLING DOWN,51.8,13.0,11.0,"Alternative,Pop,Pop-Rock,Emo Rap,Alternative Pop,Emo"
407,Lil Mosey,NOTICED,74.83333333333333,80.0,10.0,"Trap,Rap"
408,Lauv,I LIKE ME BETTER,65.35,27.0,41.0,"Electronic,Pop"
409,Post Malone,PSYCHO,58.333333333333336,1.0,39.0,Rap
410,XXXTENTACION,SAD!,86.25,1.0,38.0,"Hip-Hop,Trap,Emo Rap,Rap,Alternative,Cloud Rap"
411,Queen,BOHEMIAN RHAPSODY,76.54545454545455,2.0,44.0,"Memes,Piano,British Rock,Adult Alternative,Baroque Pop,Hard Rock,Opera,Orchestral,Pop-Rock,Pop,Progressive Rock,Ballad,Art Rock,UK,Rock"
412,Kodak Black,TAKE ONE,54.0,,,Rap
413,Lil Wayne,MONA LISA,41.55,2.0,8.0,"West Coast,Rap"
414,Eric Church,DESPERATE MAN,93.8,68.0,15.0,Country
415,AJR,BURN THE HOUSE DOWN,78.0,,,Pop
416,YG,BIG BANK,71.66666666666667,16.0,24.0,Rap
417,Trippie Redd,LOVE SCARS 3,90.2,,,"Emo,Emo Rap,Cloud Rap,Trap,Rap"
418,Trippie Redd,NEGATIVE ENERGY,34.49122807017544,,,"Emo,Emo Rap,Cloud Rap,Trap,Rap"
419,Trippie Redd,TOXIC WASTE,30.64516129032258,,,"Emo,Emo Rap,Cloud Rap,Trap,Rap"
420,Bryce Vine,DREW BARRYMORE,40.4,46.0,14.0,"Pop,Rap"
421,"Tiesto, Dzeko",JACKIE CHAN,95.0,52.0,19.0,"Dance,Remix,Rap,Pop"
422,Selena Gomez,BACK TO YOU,78.3,18.0,26.0,"Ballad,Electro-Pop,Dance-Pop,Soundtrack,Pop"
423,Taylor Swift,DELICATE,81.0,12.0,35.0,"Synth-Pop,New Wave,Tropical House,Electro-Pop,Electronic,Pop"
424,Metro Boomin,OVERDUE,50.45,,,"Trap,Rap"
425,TakeOff,LAST MEMORY,46.3,54.0,2.0,"Motown,Trap,Rap"
426,Metro Boomin,DREAMCATCHER,82.0,,,"Atlanta,Trap,Rap"
427,Metro Boomin,NO MORE,31.8,,,"Emo Rap,Trap,Rap"
428,"Calvin Harris, Sam Smith",PROMISES,45.65,65.0,12.0,"Electronic,Dance,Pop"
429,DJ Khaled,NO BRAINER,39.583333333333336,5.0,15.0,"Motown,R&;B,Electro-Pop,Canada,Rap,Pop"
430,Old Dominion,HOTEL KEY,61.333333333333336,48.0,19.0,Country
431,Eminem,KILLSHOT,52.89473684210526,3.0,8.0,"Hip-Hop,Trap,Hardcore Hip-Hop,Beef,Rap"
432,TakeOff,CASPER,76.0,,,"Trap,Motown,Rap"
433,Metro Boomin,UP TO SOMETHING,63.25,,,"Atlanta,Trap,Rap"
434,Michael Jackson,THRILLER,71.25,4.0,18.0,"Eighties,Halloween,Funk,Synth-Pop,Soul,Soul Pop,R&;B,Pop"
435,"Zedd, Maren Morris, Grey",THE MIDDLE,43.05,5.0,40.0,"Deutschland,Electro-Pop,Electronic,Dance,Pop"
436,Chris Janson,DRUNK GIRL,84.07692307692308,79.0,10.0,Country
437,Steve Aoki,WASTE IT ON ME,80.0,,,"Dance,Pop"
438,P!nk,A MILLION DREAMS,20.52777777777778,,,"Soundtrack,Cover,Pop"
439,Lil Uzi Vert,NEW PATEK,27.9375,24.0,7.0,"Trap,Cloud Rap,Rap"
440,Cole Swindell,BREAK UP IN THE END,24.307692307692307,49.0,17.0,Country
441,Lil Mosey,KAMIKAZE,53.333333333333336,,,Rap
442,Jason Aldean,DROWNS THE WHISKEY,81.06666666666666,32.0,19.0,Country
443,Ariana Grande,NO TEARS LEFT TO CRY,42.58490566037736,3.0,27.0,"Electro-Pop,Synth-Pop,Pop,Dance-Pop"
444,"Future, Juice WRLD",JET LAG,87.0,,,"Trap,Rap"
445,"Future, Juice WRLD",ASTRONAUTS,89.05882352941177,,,"Trap,Rap"
446,Khalid,SUNCITY,5.615384615384615,,,"Dance-Pop,Pop,En Espa\xc3\xb1ol,R&;B"
447,Khalid,VERTIGO,82.71428571428571,,,R&;B
448,Lil Yachty,YACHT CLUB,57.333333333333336,,,"Emo Rap,Trap,Rap"
449,Juice WRLD,MAKE IT BACK,55.0,,,"Rap,Cloud Rap,Trap"
450,"Dua Lipa, BLACKPINK",KISS AND MAKE UP,87.0,,,"Dance-Pop,Electro-Pop,Korean,UK,K-Pop (\xec\xbc\x80\xec\x9d\xb4\xed\x8c\x9d),Pop"
451,Weezer,AFRICA,19.0,51.0,15.0,"Memes,Alternative,Synth Rock,Adult Contemporary,Cover,Power Pop,Pop-Rock,Adult Alternative,Alternative Rock,Rock"
452,Lil Yachty,GET DRIPPED,23.391304347826086,,,"Cloud Rap,Motown,Trap,Rap"
453,"Bebe Rexha, Florida Georgia Line",MEANT TO BE,71.875,2.0,52.0,"Pop Country,Pop"
454,Quavo,FLIP THE SWITCH,32.35,,,"Trap,Rap"
455,Florida Georgia Line,SIMPLE,76.6923076923077,32.0,20.0,Country
456,Quavo,PASS OUT,60.35,,,"Trap,Rap"
457,Queen Naija,MEDICINE,89.66666666666667,45.0,20.0,"YouTube,R&;B"
458,Quavo,BIGGEST ALLEY OOP,21.0,,,Rap
459,Quavo,RERUN,33.9,,,"Cloud Rap,Trap,Rap"
460,Lil Wayne,DON'T CRY,80.5,5.0,3.0,"Trap,Rap"
461,Quavo,HUNCHO DREAMS,68.75,,,"Trap,Rap"
462,Young Thug,CHANEL,61.357142857142854,78.0,4.0,"Atlanta,Trap,Rap"
463,Luke Bryan,"SUNRISE, SUNBURN, SUNSET",46.833333333333336,35.0,16.0,Country
464,Kodak Black,"IF I'M LYIN, I'M FLYIN",97.8,56.0,3.0,"Trap,Rap"
465,"Lil Baby, Gunna",OFF WHITE VLONE,47.0,,,"Atlanta,Motown,Trap,Rap"
466,"Lil Baby, Gunna",BUSINESS IS BUSINESS,44.45,,,"Atlanta,Motown,Trap,Rap"
467,Lady Gaga,IS THAT ALRIGHT?,15.64516129032258,,,"Musicals,Soundtrack,Pop"
468,Lil Wayne,LET IT FLY,94.0,10.0,2.0,"Trap,Rap"
469,Lil Wayne,DEDICATE,61.5,14.0,2.0,"Trap,Rap"
470,twenty one pilots,JUMPSUIT,85.16666666666667,50.0,4.0,"Pop,Post-Hardcore,Rock,Experimental,Alternative Pop,Alternative,Alternative Rock,Pop-Punk,Pop-Rock"
471,"Lil Baby, Gunna",BELLY,85.3,,,"Trap,Motown,Rap"
472,twenty one pilots,MY BLOOD,68.3529411764706,,,"Nu Disco,Alternative Dance,Indie Pop,Indie,Synth-Pop,Electronic Rock,Electro-Pop,Electronic,Pop-Punk,Pop-Rock,Punk Rock,Alternative Pop,Alternative,Alternative Rock,Rock,Pop"
473,Charlie Puth,THE WAY I AM,21.25,61.0,7.0,"Electronic Rock,Synth-Pop,Electro-Pop,R&;B,Pop-Rock,Pop"
474,Lil Wayne,CAN'T BE BROKEN,92.0,17.0,2.0,Rap
475,Bradley Cooper,MAYBE IT'S TIME,48.0,,,"Country,Soundtrack,Pop"
476,twenty one pilots,NICO AND THE NINERS,67.5,79.0,2.0,"Emo Rap,Emo,Alternative Pop,Alternative,Pop"
477,Lil Baby,DEEP END,89.0,,,"Atlanta,Motown,Trap,Rap"
478,"Lil Baby, Gunna",I AM,96.0,,,"Atlanta,Motown,Trap,Rap"
479,Lil Wayne,WHAT ABOUT ME,80.5,,,"Alternative R&;B,Rap"
480,Lil Wayne,DARK SIDE OF THE MOON,44.875,,,"Trap,Alternative R&;B,R&;B,Rap"
481,Lil Wayne,FAMOUS,32.5609756097561,,,Rap
482,Lil Wayne,OPEN LETTER,34.05,,,Rap
483,Lil Wayne,PROBLEMS,78.75,,,"Trap,Rap"
484,Lil Wayne,HITTAS,79.13333333333334,,,"East Coast,Rap"
485,Lil Wayne,OPEN SAFE,79.4,,,"West Coast,East Coast,Rap"
486,Lil Wayne,TOOK HIS TIME,31.0,,,"Trap,East Coast,Rap"
487,Lil Wayne,MESS,46.833333333333336,,,"Trap,East Coast,Rap"
488,Lil Wayne,LET IT ALL WORK OUT,31.2,,,"Trap,UK,Rap"
489,Lil Wayne,START THIS SHIT OFF RIGHT,88.0,,,"East Coast,R&;B,Rap"
490,Lil Wayne,USED 2,99.5,,,"Trap,East Coast,Rap"
491,Machine Gun Kelly,RAP DEVIL,72.0,13.0,4.0,"Beef,Rap"
492,Lil Wayne,DEMON,43.45,,,"Trap,East Coast,Rap"
493,Lil Wayne,PERFECT STRANGERS,86.25,,,"East Coast,Rap"
494,Lil Wayne,DOPE NEW GOSPEL,91.0,,,"East Coast,Rap"
495,Avril Lavigne,HEAD ABOVE WATER,48.75,64.0,2.0,"Piano,Ballad,Canada,Christian Rock,Gospel,Christian,Pop-Rock,Pop"
496,Ed Sheeran,PERFECT,56.15,1.0,57.0,"Adult Contemporary,Ballad,UK,Pop"
497,Drake,NICE FOR WHAT,15.85,1.0,25.0,"Bounce,Rap,Canada,R&;B"
498,Drake,GOD'S PLAN,20.454545454545453,1.0,36.0,"Hip-Hop,Trap,Pop,Rap,Canada"
499,Nicki Minaj,BARBIE DREAMS,71.33333333333333,18.0,7.0,Rap
500,Juice WRLD,ALL GIRLS ARE THE SAME,50.45,41.0,20.0,"Emo Rap,Cloud Rap,Alternative,Trap,Emo,Rap"
501,Eminem,FALL,69.6875,12.0,4.0,Rap
502,Thomas Rhett,LIFE CHANGES,86.0,36.0,14.0,Country
503,Dylan Scott,HOOKED,72.0,48.0,11.0,Country
504,Travis Scott,STARGAZING,66.7,8.0,8.0,"Psychedelic,Trap,Rap"
505,Juice WRLD,LEAN WIT ME,69.45,68.0,8.0,"Alternative,Emo,Trap,Emo Rap,Rap"
506,Mac Miller,SELF CARE,93.33333333333333,33.0,3.0,"R&;B,Neo Soul,Rap"
507,"Khalid, Ty Dolla $ign, 6LACK",OTW,32.25242718446602,57.0,18.0,"Electro-Pop,Pop,Soul,West Coast,R&;B"
508,Kygo,REMIND ME TO FORGET,44.70967741935484,63.0,11.0,"Scandinavia,Dance-Pop,Electronic,Tropical House,Dance,Pop"
509,Eminem,THE RINGER,41.18518518518518,8.0,4.0,"Beef,Rap"
510,The Carters,APESHIT,74.15,13.0,15.0,"Trap,Rap"
511,Wiz Khalifa,HOPELESS ROMANTIC,56.0,72.0,7.0,"R&;B,Rap"
512,Clean Bandit,SOLO,25.318181818181817,58.0,13.0,"Dance-Pop,Dance,Future Bass,Electro-Pop,Electronic,Pop"
513,"Ozuna, Manuel Turizo",VAINA LOCA,82.7,94.0,2.0,"Latin Urban,Reggaeton,Latin Pop,Pop,Latin Music,En Espa\xc3\xb1ol"
514,6LACK,PRETTY LITTLE FEARS,70.0,,,"R&;B,Rap"
515,Brett Young,MERCY,46.22222222222222,29.0,20.0,Country
516,The Chainsmokers,SIDE EFFECTS,93.0,66.0,6.0,"Nu Disco,Future Bass,Dance-Pop,Dance,Pop"
517,Carrie Underwood,CRY PRETTY,76.42857142857143,48.0,12.0,Country
518,Eminem,NOT ALIKE,45.1,24.0,3.0,"Beef,Trap,Rap"
519,Bazzi,MINE,64.55555555555556,11.0,34.0,"Synth-Pop,Electro-Pop,Electronic,Memes,Instrumental Hip-Hop,Pop,R&;B"
520,Mac Miller,HURT FEELINGS,80.57142857142857,,,Rap
521,Eminem,GREATEST,99.0,23.0,2.0,Rap
522,Mac Miller,COME BACK TO EARTH,75.25,,,"Conscious Hip-Hop,Rap"
523,Childish Gambino,FEELS LIKE SUMMER,32.45,54.0,2.0,"Alternative R&;B,Neo-Psychedelia,Neo Soul,Adult Alternative,Soundtrack,Soul,R&;B"
524,Drake,I'M UPSET,53.142857142857146,7.0,16.0,"Trap,Canada,Rap"
525,Migos,NARCOS,89.6,36.0,15.0,"Motown,Trap,Rap"
526,Eminem,NORMAL,89.41666666666667,,,"Trap,Rap"
